RedFighter,BlueFighter,RedOdds,BlueOdds,RedWinner,RedReturn,BlueReturn,OddsDiff,AgeDiff,ReachDiff,HeightDiff,WinsDiff,LossesDiff,RoundsDiff,TitleBoutDiff,KODiff,SubmissionDiff,WinStreakDiff,LoseStreakDiff,LongestWinStreakDiff,SigStrDiff,SubAttDiff,TDDiff,RankDiff,Date,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByKO,BlueWinsBySubmission,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,RedCurrentLoseStreak,RedCurrentWinStreak,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByKO,RedWinsBySubmission,RedWins,RedStance,RedHeightCms,RedReachCms,RedAge,BlueAge,BMatchWCRank,RMatchWCRank
Luana Santos,Tainara Lisboa,-1300,720,True,1.0769,0.0,-2020,-9,0.0,-2.54,1,1,2,0,1,0,-2,1,1,0.98,0.9,0.5,5,2025-05-17,False,Women's Bantamweight,FEMALE,3,0,2,2,0,6,0,0,1,2,Orthodox,170.18,170.18,1,0,3,1,8,0,1,1,3,Orthodox,167.64,170.18,25,34,15,20
Elise Reed,Denise Gomes,430,-590,False,0.0,1.1695,1020,7,0.0,2.54,-1,2,2,0,-2,0,-1,0,-1,-1.02,-0.7,-0.99,0,2025-05-17,False,Women's Strawweight,FEMALE,3,0,2,2,2,18,0,2,0,5,Orthodox,157.48,160.02,0,1,1,4,20,0,0,0,4,Orthodox,160.02,160.02,32,25,20,20
HyunSung Park,Carlos Hernandez,-194,162,True,1.5155,0.0,-356,-2,-2.54,-2.54,0,-3,-11,1,2,2,3,0,2,-0.45,1.6,-0.06,0,2025-05-17,False,Flyweight,MALE,3,0,1,2,3,18,0,0,0,4,Orthodox,172.72,170.18,0,4,4,0,7,1,2,2,4,Orthodox,170.18,167.64,29,31,20,20
Tecia Pennington,Luana Pinheiro,-10000,-10000,True,1.01,0.0,0,3,-5.08,-2.54,6,4,32,0,0,1,1,-3,-1,1.44,-0.1,-1.77,-2,2025-05-17,False,Women's Strawweight,FEMALE,3,3,0,4,3,16,0,1,0,4,Orthodox,157.48,157.48,0,1,3,7,48,0,1,1,10,Orthodox,154.94,152.4,35,32,15,13
Mateusz Gamrot,Ludovit Klein,-154,130,True,1.6494,0.0,-284,4,-5.08,7.62,0,1,1,0,1,1,-4,1,0,-0.55,0.2,3.85,-13,2025-05-31,False,Lightweight,MALE,3,0,4,4,2,26,0,2,0,7,Southpaw,170.18,182.88,1,0,4,3,27,0,3,1,7,Southpaw,177.8,177.8,34,30,20,7
Billy Ray Goff,Ramiz Brahimaj,-405,320,False,0.0,4.2,-725,-6,0.0,0.0,-1,-2,-7,0,1,-2,-1,1,1,5.22,-1.6,-0.24,0,2025-05-31,False,Welterweight,MALE,3,0,1,1,3,12,0,1,2,3,Orthodox,177.8,182.88,1,0,2,1,5,0,2,0,2,Switch,177.8,182.88,26,32,20,20
Dustin Jacoby,Bruno Lopes,-194,162,True,1.5155,0.0,-356,5,5.08,2.54,7,5,32,0,4,0,-1,0,2,2.52,0.0,-1.61,-5,2025-05-31,False,Light Heavyweight,MALE,3,0,2,2,1,6,0,1,0,2,Orthodox,187.96,187.96,0,1,4,6,38,0,5,0,9,Orthodox,190.5,193.04,37,32,20,15
Ketlen Vieira,Macy Chiasson,-3500,1480,True,1.0286,0.0,-4980,0,-10.16,-7.62,0,1,12,-1,-3,-1,-2,1,1,-0.45,0.2,-0.54,0,2025-05-31,False,Women's Featherweight,FEMALE,3,0,2,3,3,25,1,3,2,8,Orthodox,180.34,182.88,1,0,4,4,37,0,0,1,8,Orthodox,172.72,172.72,33,33,20,20
Zach Reese,Dusko Todorovic,-430,300,True,1.2326,0.0,-730,0,7.62,7.62,-1,-3,-8,0,-2,1,0,-1,0,-0.25,1.0,1.03,0,2025-05-31,False,Middleweight,MALE,3,2,0,2,5,15,0,3,0,4,Orthodox,185.42,187.96,1,0,2,2,7,0,1,1,3,Switch,193.04,195.58,31,31,20,20
Jafel Filho,Allan Nascimento,-106,-110,False,0.0,1.9091,4,-1,-2.54,-2.54,1,-1,-2,0,1,1,0,0,0,-1.21,1.1,1.26,0,2025-05-31,False,Flyweight,MALE,3,0,2,2,2,10,0,0,1,2,Orthodox,172.72,175.26,0,2,2,1,8,0,1,2,3,Orthodox,170.18,172.72,32,33,20,20
Kurt Holobaugh,Jordan Leavitt,190,-230,False,0.0,1.4348,420,9,-2.54,5.08,-3,4,11,0,-2,-1,0,0,-1,2.37,-0.3,-2.5,0,2025-05-31,False,Lightweight,MALE,3,1,0,2,3,14,0,2,2,5,Southpaw,175.26,180.34,1,0,1,7,25,0,0,1,2,Orthodox,180.34,177.8,38,29,20,20
Bolaji Oki,Michael Aswell Jr.,-620,460,True,1.1613,0.0,-1080,5,10.16,5.08,2,0,2,0,1,0,0,0,2,-1.37,0.0,0.7,0,2025-05-31,False,Lightweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,172.72,175.26,1,0,2,1,5,0,1,0,2,Orthodox,177.8,185.42,29,24,20,20
Rayanne dos Santos,Alice Ardelean,-10000,-10000,False,0.0,1.01,0,-4,0.0,-2.54,0,1,3,0,0,0,0,1,0,-2.78,0.0,-0.5,0,2025-05-31,False,Women's Strawweight,FEMALE,3,2,0,0,2,6,0,0,0,0,Orthodox,160.02,157.48,3,0,0,3,9,0,0,0,0,Orthodox,157.48,157.48,29,33,20,20
Merab Dvalishvili,Sean O'Malley,-250,205,True,1.4,0.0,-455,4,-10.16,-12.7,1,0,13,-1,-6,0,12,-1,7,-1.63,0.1,5.73,-1,2025-06-07,True,Bantamweight,MALE,5,1,0,5,2,34,3,7,0,11,Switch,180.34,182.88,0,12,12,2,47,2,1,0,12,Orthodox,167.64,172.72,34,30,1,0
Julianna Pena,Kayla Harrison,440,-590,False,0.0,1.1695,1030,1,7.62,-5.08,6,3,26,4,2,1,-1,0,2,-1.19,-0.1,-1.14,-2,2025-06-07,True,Women's Bantamweight,FEMALE,5,0,2,2,0,5,0,0,1,2,Southpaw,172.72,167.64,0,1,4,3,31,4,2,2,8,Orthodox,167.64,175.26,35,34,2,0
Kelvin Gastelum,Joe Pyfer,1480,-3500,False,0.0,1.0286,4980,5,-10.16,-12.7,8,7,53,2,-1,1,0,0,1,0.13,-0.8,-0.41,-6,2025-06-07,False,Middleweight,MALE,3,0,1,4,2,13,0,4,1,5,Orthodox,187.96,190.5,0,1,5,9,66,2,3,2,13,Southpaw,175.26,180.34,33,28,20,14
Mario Bautista,Patchy Mix,-1000,580,True,1.1,0.0,-1580,0,-2.54,-5.08,9,2,23,0,1,3,7,0,7,0.0,0.8,-0.59,-10,2025-06-07,False,Bantamweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,180.34,177.8,0,7,7,2,23,0,1,3,9,Switch,175.26,175.26,31,31,20,10
Vicente Luque,Kevin Holland,152,-180,False,0.0,1.5556,332,1,-15.24,-10.16,1,-4,-14,0,3,1,0,0,1,0.56,0.1,0.1,-1,2025-06-07,False,Welterweight,MALE,3,0,1,5,10,62,0,5,5,15,Orthodox,190.5,205.74,0,1,6,6,48,0,8,6,16,Orthodox,180.34,190.5,33,32,15,14
Bruno Silva,Joshua Van,520,-720,False,0.0,1.1389,1240,12,0.0,-2.54,-2,2,-1,0,2,1,-3,1,1,-4.89,0.2,1.17,6,2025-06-07,False,Flyweight,MALE,3,0,3,3,1,20,0,1,0,6,Orthodox,165.1,165.1,1,0,4,3,19,0,3,1,4,Orthodox,162.56,165.1,35,23,14,20
Azamat Murzakanov,Brendson Ribeiro,-620,460,True,1.1613,0.0,-1080,8,-25.4,-12.7,2,-2,2,0,3,-1,3,0,3,1.36,-0.4,-0.17,-8,2025-06-07,False,Light Heavyweight,MALE,3,0,2,2,2,10,0,1,1,3,Orthodox,190.5,205.74,0,5,5,0,12,0,4,0,5,Southpaw,177.8,180.34,36,28,20,12
Serghei Spivac,Waldo Cortes Acosta,-168,142,False,0.0,2.42,-310,-3,0.0,-2.54,1,4,4,0,0,3,-4,1,-1,-1.97,0.4,3.38,-4,2025-06-07,False,Heavyweight,MALE,3,0,4,4,1,19,0,3,0,7,Orthodox,193.04,198.12,1,0,3,5,23,0,3,3,8,Orthodox,190.5,198.12,30,33,11,7
Khaos Williams,Andreas Gustafsson,1480,-3500,False,0.0,1.0286,4980,-3,10.16,-2.54,5,3,18,0,3,0,-1,1,1,-0.88,0.0,-6.19,0,2025-06-07,False,Welterweight,MALE,3,0,1,1,0,2,0,1,0,1,Orthodox,185.42,185.42,1,0,2,3,20,0,4,0,6,Orthodox,182.88,195.58,31,34,20,20
Ariane da Silva,Wang Cong,-10000,-10000,False,0.0,1.01,0,-2,2.54,0.0,3,6,25,0,-1,1,-1,2,1,-2.17,-0.5,-0.31,-7,2025-06-07,False,Women's Flyweight,FEMALE,3,0,1,2,1,7,0,1,1,3,Southpaw,167.64,167.64,2,0,3,7,32,0,0,2,6,Orthodox,167.64,170.18,31,33,20,13
Jeka Saragih,JooSang Yoo,420,-560,False,0.0,1.1786,980,-1,-5.08,2.54,3,2,8,1,3,0,0,1,2,-3.61,0.5,2.17,0,2025-06-07,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,1,0,2,2,8,1,3,0,3,Orthodox,172.72,175.26,30,31,20,20
Quillan Salkilld,Yanal Ashmouz,-1600,840,True,1.0625,0.0,-2440,-5,15.24,7.62,0,-1,-3,0,0,0,1,0,1,2.28,0.8,4.71,0,2025-06-07,False,Lightweight,MALE,3,0,1,1,1,7,0,1,0,2,Orthodox,175.26,175.26,0,2,2,0,4,0,1,0,2,Orthodox,182.88,190.5,25,30,20,20
MarQuel Mederos,Mark Choinski,-3500,1480,True,1.0286,0.0,-4980,-1,0.0,5.08,3,0,7,0,1,0,3,0,3,1.59,0.0,-1.77,0,2025-06-07,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,0,3,3,0,7,0,1,0,3,Orthodox,177.8,175.26,28,29,20,20
Kamaru Usman,Joaquin Buckley,-192,150,True,1.5208,0.0,-342,7,0.0,5.08,4,-1,29,9,-4,1,-6,3,9,0.28,0.0,1.25,-2,2025-06-14,False,Welterweight,MALE,5,0,6,6,4,37,0,8,0,11,Southpaw,177.8,193.04,3,0,15,3,66,9,4,1,15,Switch,182.88,193.04,38,31,7,5
Rose Namajunas,Miranda Maverick,-102,-124,True,1.9804,0.0,22,5,0.0,5.08,3,3,27,7,1,1,-4,1,-1,0.28,-0.1,-0.69,-4,2025-06-14,False,Women's Flyweight,FEMALE,3,0,4,4,3,30,0,1,2,8,Southpaw,160.02,165.1,1,0,3,6,57,7,2,3,11,Orthodox,165.1,165.1,32,27,11,7
Edmen Shahbazyan,Andre Petroski,-400,270,True,1.25,0.0,-670,-7,5.08,5.08,0,3,-1,0,5,-1,-2,0,0,0.99,-0.9,-1.53,-5,2025-06-14,False,Middleweight,MALE,3,0,3,5,2,25,0,1,2,8,Switch,182.88,185.42,0,1,5,5,24,0,6,1,8,Orthodox,187.96,190.5,27,34,20,15
Cody Garbrandt,Raoni Barcelos,164,-215,False,0.0,1.4651,379,-5,-5.08,2.54,1,2,0,3,4,-2,-2,1,1,-2.13,-0.6,-1.37,-8,2025-06-14,False,Bantamweight,MALE,3,0,2,5,4,32,0,2,2,8,Orthodox,170.18,170.18,1,0,6,6,32,3,6,0,9,Orthodox,172.72,165.1,33,38,15,7
Mansur Abdul-Malik,Cody Brundage,-950,640,False,0.0,7.4,-1590,-4,20.32,5.08,-2,-6,-13,0,0,-1,2,0,1,1.02,-0.2,-0.23,0,2025-06-14,False,Middleweight,MALE,3,0,1,2,6,18,0,3,1,5,Orthodox,182.88,182.88,0,3,3,0,5,0,3,0,3,Orthodox,187.96,203.2,27,31,20,20
Alonzo Menifield,Oumar Sy,164,-215,True,2.64,0.0,379,8,-17.78,-10.16,9,5,28,0,6,1,-1,0,2,0.36,-0.1,-1.95,-5,2025-06-14,False,Light Heavyweight,MALE,3,0,2,2,0,4,0,0,1,2,Orthodox,193.04,210.82,0,1,4,5,32,0,6,2,11,Orthodox,182.88,193.04,37,29,20,15
Paul Craig,Rodolfo Bellato,290,-360,False,0.0,1.2778,650,8,2.54,0.0,7,8,28,0,1,6,0,3,2,-2.87,1.1,0.05,-11,2025-06-14,False,Light Heavyweight,MALE,3,0,0,2,1,9,0,2,0,2,Orthodox,190.5,190.5,3,0,4,9,37,0,3,6,9,Orthodox,190.5,193.04,37,29,20,9
Michael Chiesa,Court McGee,-3500,1480,True,1.0286,0.0,-4980,-3,0.0,5.08,2,-5,-16,0,0,5,1,0,1,-2.48,0.5,1.33,-5,2025-06-14,False,Welterweight,MALE,3,0,1,3,12,60,1,0,3,11,Orthodox,180.34,190.5,0,2,4,7,44,1,0,8,13,Southpaw,185.42,190.5,37,40,20,15
Malcolm Wellmaker,Kris Moutinho,-1800,980,True,1.0556,0.0,-2780,-1,7.62,7.62,2,-2,-2,0,2,0,2,-2,2,2.45,0.0,0.0,0,2025-06-14,False,Bantamweight,MALE,3,2,0,0,2,4,0,0,0,0,Southpaw,170.18,172.72,0,2,2,0,2,0,2,0,2,Switch,177.8,180.34,31,32,20,20
Cody Durden,Jose Ochoa,164,-215,False,0.0,1.4651,379,10,0.0,0.0,6,4,24,0,1,1,0,0,4,0.33,-0.7,3.46,-6,2025-06-14,False,Flyweight,MALE,3,1,0,0,1,3,0,0,0,0,Southpaw,170.18,170.18,1,0,4,5,27,0,1,1,6,Southpaw,170.18,170.18,34,24,20,14
Ricky Simon,Cameron Smotherman,-450,350,True,1.2222,0.0,-800,5,0.0,-7.62,9,3,33,0,2,3,1,-1,4,-1.04,0.3,4.49,-6,2025-06-14,False,Bantamweight,MALE,3,1,0,1,2,7,0,0,0,1,Orthodox,175.26,175.26,0,1,5,5,40,0,2,3,10,Orthodox,167.64,175.26,32,27,20,14
Phil Rowe,Ange Loosa,150,-178,True,2.5,0.0,328,2,15.24,12.7,2,0,2,0,4,0,0,1,1,-1.95,0.0,-2.07,0,2025-06-14,False,Welterweight,MALE,3,1,0,2,3,17,0,0,0,2,Orthodox,177.8,187.96,2,0,3,3,19,0,4,0,4,Orthodox,190.5,203.2,34,32,20,20
Jamey-Lyn Horth,Vanessa Demopoulos,-620,460,True,1.1613,0.0,-1080,-1,17.78,12.7,-3,-3,-14,0,0,-1,0,-1,-2,0.26,-0.2,0.85,0,2025-06-14,False,Women's Flyweight,FEMALE,3,2,0,3,5,26,0,0,1,5,Orthodox,157.48,149.86,1,0,1,2,12,0,0,0,2,Orthodox,170.18,167.64,35,36,20,20
Jamahal Hill,Khalil Rountree Jr.,-108,-108,False,0.0,1.9259,0,-1,7.62,7.62,-2,-3,-9,0,-2,0,0,1,-1,2.31,-0.1,0.0,-3,2025-06-21,False,Light Heavyweight,MALE,5,1,0,5,6,33,2,7,0,9,Southpaw,185.42,193.04,2,0,4,3,24,2,5,0,7,Southpaw,193.04,200.66,34,35,7,4
Rafael Fiziev,Ignacio Bahamondes,110,-130,True,2.1,0.0,240,5,-10.16,-17.78,-1,2,7,0,-1,-2,-3,3,3,-1.28,-0.6,0.83,-4,2025-06-21,False,Lightweight,MALE,3,0,3,3,2,20,0,4,2,7,Orthodox,190.5,190.5,3,0,6,4,27,0,3,0,6,Switch,172.72,180.34,32,27,15,11
Curtis Blaydes,Rizvan Kuniev,-255,210,True,1.3922,0.0,-465,1,10.16,0.0,11,5,38,1,6,0,-2,1,2,0.24,0.0,4.14,-15,2025-06-21,False,Heavyweight,MALE,3,0,2,2,0,4,0,2,0,2,Orthodox,193.04,193.04,1,0,4,5,42,1,8,0,13,Orthodox,193.04,203.2,34,33,20,5
Tofiq Musayev,Myktybek Orolbai,138,-164,False,0.0,1.6098,302,8,-12.7,-2.54,-2,-1,-8,0,0,-1,0,-1,-2,-0.94,-0.5,-6.47,0,2025-06-21,False,Catch Weight,MALE,3,1,0,2,1,8,0,0,1,2,Orthodox,177.8,187.96,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,35,27,20,20
Nazim Sadykhov,Nikolas Motta,-430,340,True,1.2326,0.0,-770,-1,-2.54,2.54,0,-2,-2,0,1,1,-1,0,1,0.66,0.2,1.1,0,2025-06-21,False,Lightweight,MALE,3,0,2,2,2,14,0,2,0,4,Orthodox,175.26,177.8,0,1,3,0,12,0,3,1,4,Southpaw,177.8,175.26,31,32,20,20
Muhammad Naimov,Bogdan Grad,-250,205,True,1.4,0.0,-455,1,0.0,2.54,2,1,9,0,1,0,-1,0,1,-1.55,0.2,-2.73,0,2025-06-21,False,Featherweight,MALE,3,0,2,2,1,6,0,1,0,2,Orthodox,172.72,177.8,0,1,3,2,15,0,2,0,4,Orthodox,175.26,177.8,30,29,20,20
Seokhyeon Ko,Oban Elliott,370,-480,True,4.7,0.0,850,4,-2.54,-5.08,-3,0,-9,0,-1,0,-3,0,-3,-0.89,0.3,2.48,0,2025-06-21,False,Welterweight,MALE,3,0,4,4,0,12,0,1,0,4,Orthodox,182.88,182.88,0,1,1,0,3,0,0,0,1,Southpaw,177.8,180.34,31,27,20,20
Ismail Naurdiev,JunYong Park,152,-180,False,0.0,1.5556,332,-6,2.54,0.0,-5,-1,-12,0,0,-3,0,0,-3,-0.98,-0.6,-0.21,0,2025-06-21,False,Middleweight,MALE,3,0,1,4,3,27,0,0,3,8,Orthodox,177.8,185.42,0,1,1,2,15,0,0,0,3,Orthodox,177.8,187.96,28,34,20,20
Daria Zhelezniakova,Melissa Mullins,215,-260,True,3.15,0.0,475,-4,0.0,5.08,-1,0,-3,0,-1,0,-1,1,0,1.04,0.0,-1.59,5,2025-06-21,False,Women's Bantamweight,FEMALE,3,0,1,1,1,7,0,1,0,2,Orthodox,170.18,172.72,1,0,1,1,4,0,0,0,1,Orthodox,175.26,172.72,29,33,15,20
Irina Alekseeva,Klaudia Sygula,-275,225,False,0.0,3.25,-500,8,-5.08,0.0,1,0,2,0,0,1,0,0,1,-3.85,0.4,-0.03,0,2025-06-21,False,Women's Bantamweight,FEMALE,3,1,0,0,1,2,0,0,0,0,Orthodox,172.72,175.26,1,0,1,1,4,0,0,1,1,Orthodox,172.72,170.18,34,26,20,20
Tagir Ulanbekov,Azat Maksum,-460,360,True,1.2174,0.0,-820,3,0.0,0.0,4,0,9,0,0,2,3,-1,2,0.26,1.3,-0.77,-8,2025-06-21,False,Flyweight,MALE,3,1,0,1,1,6,0,0,0,1,Southpaw,170.18,177.8,0,3,3,1,15,0,0,2,5,Southpaw,170.18,177.8,33,30,20,12
Hamdy Abdelwahab,Mohammed Usman,-166,140,False,0.0,2.4,-306,-4,-17.78,0.0,-2,-2,-8,0,-1,0,1,-2,-2,0.42,0.0,2.69,0,2025-06-21,False,Heavyweight,MALE,3,2,0,3,2,14,0,1,0,3,Orthodox,187.96,200.66,0,1,1,0,6,0,0,0,1,Southpaw,187.96,182.88,32,36,20,20
Ilia Topuria,Charles Oliveira,-405,320,True,1.2469,0.0,-725,-7,-12.7,-7.62,-15,-10,-49,-1,1,-15,7,0,-3,1.58,-1.5,-0.33,18,2025-06-28,True,Lightweight,MALE,5,0,1,11,10,68,3,4,16,23,Orthodox,177.8,187.96,0,8,8,0,19,2,5,1,8,Orthodox,170.18,175.26,28,35,2,20
Alexandre Pantoja,Kai Kara-France,-800,490,True,1.125,0.0,-1290,3,-5.08,2.54,5,-1,13,3,-1,5,6,0,4,-0.08,1.0,2.23,-4,2025-06-28,True,Flyweight,MALE,5,0,1,3,4,31,1,3,0,8,Orthodox,162.56,175.26,0,7,7,3,44,4,2,5,13,Orthodox,165.1,170.18,35,32,4,0
Brandon Royval,Joshua Van,102,-120,False,0.0,1.8333,222,9,7.62,10.16,0,2,4,1,-1,3,-2,0,-1,-3.3,1.1,-0.19,-11,2025-06-28,False,Flyweight,MALE,3,0,4,4,1,23,0,2,0,7,Orthodox,165.1,165.1,0,2,3,3,27,1,1,3,7,Southpaw,175.26,172.72,32,23,12,1
Beneil Dariush,Renato Moicano,-112,-104,True,1.8929,0.0,-8,0,0.0,-2.54,4,0,9,-1,1,-1,0,1,4,-0.32,0.2,0.43,-2,2025-06-28,False,Lightweight,MALE,3,1,0,4,6,38,1,2,6,12,Orthodox,180.34,182.88,2,0,8,6,47,0,3,5,16,Southpaw,177.8,182.88,36,36,11,9
Payton Talbott,Felipe Lima,140,-166,True,2.4,0.0,306,-1,5.08,10.16,2,1,6,0,2,0,-2,1,2,3.76,-0.5,-1.4,0,2025-06-28,False,Bantamweight,MALE,3,0,2,2,0,6,0,0,1,2,Orthodox,167.64,172.72,1,0,4,1,12,0,2,1,4,Switch,177.8,177.8,26,27,20,20
Jack Hermansson,Gregory Rodrigues,172,-205,False,0.0,1.4878,377,4,5.08,-5.08,4,2,20,0,-2,3,1,-1,1,-0.38,0.0,-0.42,-7,2025-06-28,False,Middleweight,MALE,3,1,0,3,4,24,0,5,0,7,Orthodox,190.5,190.5,0,1,4,6,44,0,3,3,11,Orthodox,185.42,195.58,37,33,20,13
Hyder Amil,Jose Delgado,116,-136,False,0.0,1.7353,252,8,-10.16,-5.08,2,0,6,0,0,0,2,0,2,-1.67,0.8,-0.95,0,2025-06-28,False,Featherweight,MALE,3,0,2,2,0,3,0,2,0,2,Switch,180.34,187.96,0,4,4,0,9,0,2,0,4,Switch,175.26,177.8,35,27,20,20
Viviane Araujo,Tracy Cortez,168,-200,False,0.0,1.5,368,7,7.62,-2.54,1,4,15,0,1,0,1,-1,-4,-0.02,0.3,-0.43,-2,2025-06-28,False,Women's Flyweight,FEMALE,3,1,0,6,1,23,0,0,0,6,Orthodox,165.1,165.1,0,1,2,5,38,0,1,0,7,Orthodox,162.56,172.72,38,31,10,8
Terrance McKinney,Viacheslav Borshchev,-162,136,True,1.6173,0.0,-298,-3,10.16,-2.54,2,1,-8,0,1,2,1,-1,0,1.43,2.0,3.31,0,2025-06-28,False,Lightweight,MALE,3,1,0,2,4,22,0,3,0,4,Orthodox,180.34,175.26,0,1,2,5,14,0,4,2,6,Switch,177.8,185.42,30,33,20,20
Niko Price,Jacobe Smith,1100,-2200,False,0.0,1.0455,3300,6,10.16,5.08,6,8,34,0,2,2,-2,1,0,-1.78,-0.1,-6.72,0,2025-06-28,False,Welterweight,MALE,3,0,2,2,0,3,0,2,0,2,Southpaw,177.8,182.88,1,0,2,8,37,0,4,2,8,Orthodox,182.88,193.04,35,29,20,20
Jhonata Diniz,Alvin Hines,-460,360,True,1.2174,0.0,-820,1,12.7,5.08,3,1,8,0,2,0,0,1,3,-1.58,0.0,-1.0,-5,2025-06-28,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,1,0,3,1,8,0,2,0,3,Orthodox,193.04,200.66,34,33,20,15
Derrick Lewis,Tallison Teixeira,245,-300,True,3.45,0.0,545,15,-10.16,-10.16,17,10,63,2,13,0,-1,0,4,-2.56,0.0,-1.93,-4,2025-07-12,False,Heavyweight,MALE,5,0,2,2,0,2,0,2,0,2,Orthodox,200.66,210.82,0,1,6,10,65,2,15,0,19,Orthodox,190.5,200.66,40,25,13,9
Stephen Thompson,Gabriel Bonfim,330,-480,False,0.0,1.2083,810,15,7.62,-2.54,7,7,53,2,6,-4,-2,2,4,-0.56,-1.4,-3.37,-8,2025-07-12,False,Welterweight,MALE,3,0,2,3,1,10,0,0,4,5,Orthodox,185.42,182.88,2,0,7,8,63,2,6,0,12,Orthodox,182.88,190.5,42,27,20,12
Calvin Kattar,Steve Garcia,146,-174,False,0.0,1.5747,320,4,-7.62,-2.54,0,5,30,0,-3,0,-5,4,-3,-0.98,-0.3,-0.52,-6,2025-07-12,False,Featherweight,MALE,3,0,5,5,2,14,0,7,0,7,Southpaw,182.88,190.5,4,0,2,7,44,0,4,0,7,Orthodox,180.34,182.88,37,33,20,14
Nate Landwehr,Morgan Charriere,420,-650,False,0.0,1.1538,1070,8,7.62,2.54,3,2,11,0,-1,2,0,0,2,1.53,0.4,-1.33,0,2025-07-12,False,Featherweight,MALE,3,1,0,1,2,9,0,2,0,2,Orthodox,172.72,175.26,1,0,3,4,20,0,1,2,5,Orthodox,175.26,182.88,37,29,20,20
Vitor Petrino,Austen Lane,-650,480,True,1.1538,0.0,-1130,-10,-7.62,-10.16,3,-2,6,0,1,1,0,1,4,0.54,0.7,1.1,0,2025-07-12,False,Heavyweight,MALE,3,1,0,1,4,11,0,1,0,2,Orthodox,198.12,203.2,2,0,5,2,17,0,2,1,5,Orthodox,187.96,195.58,27,37,20,20
Junior Tafa,Tuco Tokkos,-240,198,False,0.0,2.98,-438,-7,-2.54,-2.54,2,0,4,0,2,0,1,-3,1,1.29,-0.5,-4.21,0,2025-07-12,False,Light Heavyweight,MALE,3,3,0,0,3,5,0,0,0,0,Orthodox,193.04,193.04,0,1,1,3,9,0,2,0,2,Orthodox,190.5,190.5,28,35,20,20
Max Griffin,Chris Curtis,260,-320,False,0.0,1.3125,580,2,2.54,2.54,2,5,17,0,-1,0,0,-1,-1,-1.76,0.3,1.28,0,2025-07-12,False,Welterweight,MALE,3,2,0,4,4,30,0,4,0,6,Orthodox,177.8,190.5,1,0,3,9,47,0,3,0,8,Orthodox,180.34,193.04,39,37,20,20
Jake Matthews,Chidi Njokuani,-104,-112,True,1.9615,0.0,8,-6,-17.78,-10.16,8,4,34,0,-2,5,-1,0,0,-1.82,0.7,1.44,0,2025-07-12,False,Welterweight,MALE,3,0,3,3,3,19,0,4,0,6,Orthodox,190.5,203.2,0,2,3,7,53,0,2,5,14,Orthodox,180.34,185.42,30,36,20,20
Lauren Murphy,Eduarda Moura,460,-620,False,0.0,1.1613,1080,10,0.0,-2.54,5,5,33,1,1,0,-1,1,3,1.37,-0.2,-2.49,-14,2025-07-12,False,Women's Flyweight,FEMALE,3,0,1,2,1,9,0,1,1,3,Orthodox,167.64,170.18,1,0,5,6,42,1,2,1,8,Orthodox,165.1,170.18,41,31,20,6
Kennedy Nzechukwu,Valter Walker,-200,168,False,0.0,2.68,-368,6,12.7,-2.54,8,4,27,0,7,-1,0,0,1,2.96,-2.3,-5.24,-5,2025-07-12,False,Heavyweight,MALE,3,0,2,2,1,5,0,0,2,2,Orthodox,198.12,198.12,0,2,3,5,32,0,7,1,10,Southpaw,195.58,210.82,33,27,20,15
Mitch Ramirez,Mike Davis,570,-820,False,0.0,1.122,1390,0,-2.54,-2.54,-4,-1,-14,0,-1,-1,0,1,-4,-1.22,-0.8,-1.81,0,2025-07-12,False,Lightweight,MALE,3,1,0,4,3,19,0,1,1,4,Orthodox,182.88,182.88,2,0,0,2,5,0,0,0,0,Orthodox,180.34,180.34,32,32,20,20
Fatima Kline,Melissa Martinez,-1450,700,True,1.069,0.0,-2150,-2,2.54,10.16,0,0,-1,0,1,0,0,0,0,1.23,0.0,1.67,0,2025-07-12,False,Women's Strawweight,FEMALE,3,0,1,1,1,6,0,0,0,1,Southpaw,157.48,167.64,0,1,1,1,5,0,1,0,1,Orthodox,167.64,170.18,25,27,20,20
Max Holloway,Dustin Poirier,-126,108,True,1.7937,0.0,-234,-3,-7.62,5.08,-1,-1,21,6,-1,-2,0,0,8,1.67,-0.9,-0.92,-1,2025-07-19,False,Lightweight,MALE,5,1,0,5,9,80,4,12,4,23,Southpaw,175.26,182.88,1,0,13,8,101,10,11,2,22,Orthodox,180.34,175.26,33,36,6,5
