"date","weightclass","fighter","rank"
"2024-12-10","Featherweight","Arnold Allen","7"
"2024-12-10","Featherweight","Josh Emmett","8"
"2024-12-10","Featherweight","Aljamain Sterling","9"
"2024-12-10","Featherweight","Calvin Kattar","10"
"2024-12-10","Featherweight","Lerone Murphy","11"
"2024-12-10","Featherweight","Giga Chikadze","12"
"2024-12-10","Featherweight","Bryce Mitchell","13"
"2024-12-10","Featherweight","Dan Ige","14"
"2024-12-10","Featherweight","Edson Barboza","15"
"2024-12-10","Lightweight","Islam Makhachev","0"
"2024-12-10","Lightweight","Arman Tsarukyan","1"
"2024-12-10","Lightweight","Charles Oliveira","2"
"2024-12-10","Lightweight","Justin Gaethje","3"
"2024-12-10","Lightweight","Dustin Poirier","4"
"2024-12-10","Lightweight","Max Holloway","5"
"2024-12-10","Lightweight","Dan Hooker","6"
"2024-12-10","Lightweight","Michael Chandler","7"
"2024-12-10","Lightweight","Mateusz Gamrot","8"
"2024-12-10","Lightweight","Beneil Dariush","9"
"2024-12-10","Lightweight","Renato Moicano","10"
"2024-12-10","Lightweight","Rafael Fiziev","11"
"2024-12-10","Lightweight","Benoit Saint Denis","12"
"2024-12-10","Lightweight","Paddy Pimblett","13"
"2024-12-10","Lightweight","Jalin Turner","14"
"2024-12-10","Lightweight","Grant Dawson","15"
"2024-12-10","Welterweight","Belal Muhammad","0"
"2024-12-10","Welterweight","Leon Edwards","1"
"2024-12-10","Welterweight","Shavkat Rakhmonov","2"
"2024-12-10","Welterweight","Kamaru Usman","3"
"2024-12-10","Welterweight","Jack Della Maddalena","4"
"2024-12-10","Welterweight","Sean Brady","5"
"2024-12-10","Welterweight","Colby Covington","6"
"2024-12-10","Welterweight","Ian Machado Garry","7"
"2024-12-10","Welterweight","Gilbert Burns","8"
"2024-12-10","Welterweight","Joaquin Buckley","9"
"2024-12-10","Welterweight","Geoff Neal","10"
"2024-12-10","Welterweight","Stephen Thompson","11"
"2024-12-10","Welterweight","Michael Morales","12"
"2024-12-10","Welterweight","Carlos Prates","13"
"2024-12-10","Welterweight","Vicente Luque","14"
"2024-12-10","Welterweight","Michael Page","15"
"2024-12-10","Middleweight","Dricus Du Plessis","0"
"2024-12-10","Middleweight","Sean Strickland","1"
"2024-12-10","Middleweight","Israel Adesanya","2"
"2024-12-10","Middleweight","Khamzat Chimaev","3"
"2024-12-10","Middleweight","Robert Whittaker","4"
"2024-12-10","Middleweight","Nassourdine Imavov","5"
"2024-12-10","Middleweight","Caio Borralho","6"
"2024-12-10","Middleweight","Marvin Vettori","7"
"2024-12-10","Middleweight","Jared Cannonier","8"
"2024-12-10","Middleweight","Brendan Allen","9"
"2024-12-10","Middleweight","Roman Dolidze","10"
"2024-12-10","Middleweight","Paulo Costa","11"
"2024-12-10","Middleweight","Jack Hermansson","12"
"2024-12-10","Middleweight","Anthony Hernandez","13"
"2024-12-10","Middleweight","Shara Magomedov","14"
"2024-12-10","Middleweight","Michel Pereira","15"
"2024-12-10","Light Heavyweight","Alex Pereira","0"
"2024-12-10","Light Heavyweight","Magomed Ankalaev","1"
"2024-12-10","Light Heavyweight","Jiri Prochazka","2"
"2024-12-10","Light Heavyweight","Jamahal Hill","3"
"2024-12-10","Light Heavyweight","Jan Blachowicz","4"
"2024-12-10","Light Heavyweight","Aleksandar Rakic","5"
"2024-12-10","Light Heavyweight","Carlos Ulberg","6"
"2024-12-10","Light Heavyweight","Khalil Rountree Jr.","7"
"2024-12-10","Light Heavyweight","Nikita Krylov","8"
"2024-12-10","Light Heavyweight","Volkan Oezdemir","9"
"2024-12-10","Light Heavyweight","Johnny Walker","10"
"2024-12-10","Light Heavyweight","Dominick Reyes","11"
"2024-12-10","Light Heavyweight","Azamat Murzakanov","12"
"2024-12-10","Light Heavyweight","Bogdan Guskov","13"
"2024-12-10","Light Heavyweight","Anthony Smith","14"
"2024-12-10","Light Heavyweight","Alonzo Menifield","15"
"2024-12-10","Heavyweight","Jon Jones","0"
"2024-12-10","Heavyweight","Tom Aspinall","1"
"2024-12-10","Heavyweight","Ciryl Gane","2"
"2024-12-10","Heavyweight","Alexander Volkov","3"
"2024-12-10","Heavyweight","Sergei Pavlovich","4"
"2024-12-10","Heavyweight","Curtis Blaydes","5"
"2024-12-10","Heavyweight","Jailton Almeida","6"
"2024-12-10","Heavyweight","Serghei Spivac","7"
"2024-12-10","Heavyweight","Marcin Tybura","8"
"2024-12-10","Heavyweight","Jairzinho Rozenstruik","9"
"2024-12-10","Heavyweight","Derrick Lewis","10"
"2024-12-10","Heavyweight","Tai Tuivasa","11"
"2024-12-10","Heavyweight","Marcos Rogerio de Lima","12"
"2024-12-10","Heavyweight","Waldo Cortes-Acosta","13"
"2024-12-10","Heavyweight","Shamil Gaziev","14"
"2024-12-10","Heavyweight","Mick Parkin","15"
"2024-12-10","Women's Strawweight","Zhang Weili","0"
"2024-12-10","Women's Strawweight","Tatiana Suarez","1"
"2024-12-10","Women's Strawweight","Yan Xiaonan","2"
"2024-12-10","Women's Strawweight","Virna Jandiroba","3"
"2024-12-10","Women's Strawweight","Jessica Andrade","4"
"2024-12-10","Women's Strawweight","Amanda Lemos","5"
"2024-12-10","Women's Strawweight","Mackenzie Dern","6"
"2024-12-10","Women's Strawweight","Iasmin Lucindo","7"
"2024-12-10","Women's Strawweight","Amanda Ribas","8"
"2024-12-10","Women's Strawweight","Marina Rodriguez","9"
"2024-12-10","Women's Strawweight","Tabatha Ricci","10"
"2024-12-10","Women's Strawweight","Loopy Godinez","11"
"2024-12-10","Women's Strawweight","Gillian Robertson","12"
"2024-12-10","Women's Strawweight","Angela Hill","13"
"2024-12-10","Women's Strawweight","Luana Pinheiro","14"
"2024-12-10","Women's Strawweight","Tecia Pennington","15"
"2024-12-10","Women's Flyweight","Valentina Shevchenko","0"
"2024-12-10","Women's Flyweight","Alexa Grasso","1"
"2024-12-10","Women's Flyweight","Manon Fiorot","2"
"2024-12-10","Women's Flyweight","Erin Blanchfield","3"
"2024-12-10","Women's Flyweight","Maycee Barber","4"
"2024-12-10","Women's Flyweight","Natalia Silva","5"
"2024-12-10","Women's Flyweight","Rose Namajunas","6"
"2024-12-10","Women's Flyweight","Katlyn Cerminara","7"
"2024-12-10","Women's Flyweight","Jessica Andrade","8"
"2024-12-10","Women's Flyweight","Viviane Araujo","9"
"2024-12-10","Women's Flyweight","Amanda Ribas","10"
"2024-12-10","Women's Flyweight","Tracy Cortez","11"
"2024-12-10","Women's Flyweight","Karine Silva","12"
"2024-12-10","Women's Flyweight","Jasmine Jasudavicius","13"
"2024-12-10","Women's Flyweight","Ariane da Silva","14"
"2024-12-10","Women's Flyweight","Casey O'Neill","15"
"2024-12-10","Women's Bantamweight","Julianna Pena","0"
"2024-12-10","Women's Bantamweight","Raquel Pennington","1"
"2024-12-10","Women's Bantamweight","Kayla Harrison","2"
"2024-12-10","Women's Bantamweight","Ketlen Vieira","3"
"2024-12-10","Women's Bantamweight","Macy Chiasson","4"
"2024-12-10","Women's Bantamweight","Norma Dumont","4"
"2024-12-10","Women's Bantamweight","Mayra Bueno Silva","6"
"2024-12-10","Women's Bantamweight","Irene Aldana","6"
"2024-12-10","Women's Bantamweight","Holly Holm","8"
"2024-12-10","Women's Bantamweight","Karol Rosa","9"
"2024-12-10","Women's Bantamweight","Yana Santos","10"
"2024-12-10","Women's Bantamweight","Miesha Tate","11"
"2024-12-10","Women's Bantamweight","Julia Avila","12"
"2024-12-10","Women's Bantamweight","Ailin Perez","13"
"2024-12-10","Women's Bantamweight","Jacqueline Cavalcanti","14"
"2024-12-10","Women's Bantamweight","Chelsea Chandler","15"
"2024-12-10","Men's Pound-for-Pound","Islam Makhachev","1"
"2024-12-10","Men's Pound-for-Pound","Jon Jones","2"
"2024-12-10","Men's Pound-for-Pound","Alex Pereira","3"
"2024-12-10","Men's Pound-for-Pound","Ilia Topuria","4"
"2024-12-10","Men's Pound-for-Pound","Belal Muhammad","5"
"2024-12-10","Men's Pound-for-Pound","Dricus Du Plessis","6"
"2024-12-10","Men's Pound-for-Pound","Merab Dvalishvili","7"
"2024-12-10","Men's Pound-for-Pound","Tom Aspinall","8"
"2024-12-10","Men's Pound-for-Pound","Alexandre Pantoja","9"
"2024-12-10","Men's Pound-for-Pound","Leon Edwards","9"
"2024-12-10","Men's Pound-for-Pound","Alexander Volkanovski","11"
"2024-12-10","Men's Pound-for-Pound","Max Holloway","12"
"2024-12-10","Men's Pound-for-Pound","Sean O'Malley","13"
"2024-12-10","Men's Pound-for-Pound","Sean Strickland","14"
"2024-12-10","Men's Pound-for-Pound","Charles Oliveira","15"
"2024-12-10","Women's Pound-for-Pound","Valentina Shevchenko","1"
"2024-12-10","Women's Pound-for-Pound","Zhang Weili","2"
"2024-12-10","Women's Pound-for-Pound","Alexa Grasso","3"
"2024-12-10","Women's Pound-for-Pound","Julianna Pena","4"
"2024-12-10","Women's Pound-for-Pound","Manon Fiorot","5"
"2024-12-10","Women's Pound-for-Pound","Erin Blanchfield","6"
"2024-12-10","Women's Pound-for-Pound","Kayla Harrison","7"
"2024-12-10","Women's Pound-for-Pound","Rose Namajunas","8"
"2024-12-10","Women's Pound-for-Pound","Raquel Pennington","9"
"2024-12-10","Women's Pound-for-Pound","Tatiana Suarez","10"
"2024-12-10","Women's Pound-for-Pound","Yan Xiaonan","11"
"2024-12-10","Women's Pound-for-Pound","Virna Jandiroba","12"
"2024-12-10","Women's Pound-for-Pound","Jessica Andrade","13"
"2024-12-10","Women's Pound-for-Pound","Natalia Silva","14"
"2024-12-10","Women's Pound-for-Pound","Maycee Barber","15"
"2024-12-17","Flyweight","Alexandre Pantoja","0"
"2024-12-17","Flyweight","Brandon Royval","1"
"2024-12-17","Flyweight","Brandon Moreno","2"
"2024-12-17","Flyweight","Amir Albazi","3"
"2024-12-17","Flyweight","Kai Kara-France","4"
"2024-12-17","Flyweight","Tatsuro Taira","5"
"2024-12-17","Flyweight","Manel Kape","6"
"2024-12-17","Flyweight","Alex Perez","7"
"2024-12-17","Flyweight","Asu Almabayev","8"
"2024-12-17","Flyweight","Steve Erceg","9"
"2024-12-17","Flyweight","Tim Elliott","10"
"2024-12-17","Flyweight","Tagir Ulanbekov","11"
"2024-12-17","Flyweight","Charles Johnson","12"
"2024-12-17","Flyweight","Bruno Gustavo da Silva","13"
"2024-12-17","Flyweight","Kai Asakura","14"
"2024-12-17","Flyweight","Joshua Van","15"
"2024-12-17","Bantamweight","Merab Dvalishvili","0"
"2024-12-17","Bantamweight","Sean O'Malley","1"
"2024-12-17","Bantamweight","Umar Nurmagomedov","2"
"2024-12-17","Bantamweight","Petr Yan","3"
"2024-12-17","Bantamweight","Cory Sandhagen","4"
"2024-12-17","Bantamweight","Deiveson Figueiredo","5"
"2024-12-17","Bantamweight","Marlon Vera","6"
"2024-12-17","Bantamweight","Henry Cejudo","7"
"2024-12-17","Bantamweight","Song Yadong","8"
"2024-12-17","Bantamweight","Rob Font","9"
"2024-12-17","Bantamweight","Mario Bautista","10"
"2024-12-17","Bantamweight","Jose Aldo","11"
"2024-12-17","Bantamweight","Kyler Phillips","12"
"2024-12-17","Bantamweight","Aiemann Zahabi","13"
"2024-12-17","Bantamweight","Marcus McGhee","14"
"2024-12-17","Bantamweight","Montel Jackson","15"
"2024-12-17","Featherweight","Ilia Topuria","0"
"2024-12-17","Featherweight","Alexander Volkanovski","1"
"2024-12-17","Featherweight","Max Holloway","2"
"2024-12-17","Featherweight","Diego Lopes","3"
"2024-12-17","Featherweight","Movsar Evloev","4"
"2024-12-17","Featherweight","Yair Rodriguez","5"
"2024-12-17","Featherweight","Brian Ortega","6"
"2024-12-17","Featherweight","Arnold Allen","7"
"2024-12-17","Featherweight","Josh Emmett","8"
"2024-12-17","Featherweight","Aljamain Sterling","9"
"2024-12-17","Featherweight","Calvin Kattar","10"
"2024-12-17","Featherweight","Lerone Murphy","11"
"2024-12-17","Featherweight","Giga Chikadze","12"
"2024-12-17","Featherweight","Bryce Mitchell","13"
"2024-12-17","Featherweight","Dan Ige","14"
"2024-12-17","Featherweight","Edson Barboza","15"
"2024-12-17","Lightweight","Islam Makhachev","0"
"2024-12-17","Lightweight","Arman Tsarukyan","1"
"2024-12-17","Lightweight","Charles Oliveira","2"
"2024-12-17","Lightweight","Justin Gaethje","3"
"2024-12-17","Lightweight","Dustin Poirier","4"
"2024-12-17","Lightweight","Max Holloway","5"
"2024-12-17","Lightweight","Dan Hooker","6"
"2024-12-17","Lightweight","Michael Chandler","7"
"2024-12-17","Lightweight","Mateusz Gamrot","8"
"2024-12-17","Lightweight","Beneil Dariush","9"
"2024-12-17","Lightweight","Renato Moicano","10"
"2024-12-17","Lightweight","Rafael Fiziev","11"
"2024-12-17","Lightweight","Benoit Saint Denis","12"
"2024-12-17","Lightweight","Paddy Pimblett","13"
"2024-12-17","Lightweight","Jalin Turner","14"
"2024-12-17","Lightweight","Joel Alvarez","15"
"2024-12-17","Welterweight","Belal Muhammad","0"
"2024-12-17","Welterweight","Leon Edwards","1"
"2024-12-17","Welterweight","Shavkat Rakhmonov","2"
"2024-12-17","Welterweight","Kamaru Usman","3"
"2024-12-17","Welterweight","Jack Della Maddalena","4"
"2024-12-17","Welterweight","Sean Brady","5"
"2024-12-17","Welterweight","Joaquin Buckley","6"
"2024-12-17","Welterweight","Ian Machado Garry","7"
"2024-12-17","Welterweight","Gilbert Burns","8"
"2024-12-17","Welterweight","Colby Covington","9"
"2024-12-17","Welterweight","Geoff Neal","10"
"2024-12-17","Welterweight","Stephen Thompson","11"
"2024-12-17","Welterweight","Michael Morales","12"
"2024-12-17","Welterweight","Carlos Prates","13"
"2024-12-17","Welterweight","Vicente Luque","14"
"2024-12-17","Welterweight","Michael Page","15"
"2024-12-17","Middleweight","Dricus Du Plessis","0"
"2024-12-17","Middleweight","Sean Strickland","1"
"2024-12-17","Middleweight","Israel Adesanya","2"
"2024-12-17","Middleweight","Khamzat Chimaev","3"
"2024-12-17","Middleweight","Robert Whittaker","4"
"2024-12-17","Middleweight","Nassourdine Imavov","5"
"2024-12-17","Middleweight","Caio Borralho","6"
"2024-12-17","Middleweight","Marvin Vettori","7"
"2024-12-17","Middleweight","Jared Cannonier","8"
"2024-12-17","Middleweight","Brendan Allen","9"
"2024-12-17","Middleweight","Roman Dolidze","10"
"2024-12-17","Middleweight","Paulo Costa","11"
"2024-12-17","Middleweight","Jack Hermansson","12"
"2024-12-17","Middleweight","Anthony Hernandez","13"
"2024-12-17","Middleweight","Shara Magomedov","14"
"2024-12-17","Middleweight","Michel Pereira","15"
"2024-12-17","Light Heavyweight","Alex Pereira","0"
"2024-12-17","Light Heavyweight","Magomed Ankalaev","1"
"2024-12-17","Light Heavyweight","Jiri Prochazka","2"
"2024-12-17","Light Heavyweight","Jamahal Hill","3"
"2024-12-17","Light Heavyweight","Jan Blachowicz","4"
"2024-12-17","Light Heavyweight","Aleksandar Rakic","5"
"2024-12-17","Light Heavyweight","Carlos Ulberg","6"
"2024-12-17","Light Heavyweight","Khalil Rountree Jr.","7"
"2024-12-17","Light Heavyweight","Nikita Krylov","8"
"2024-12-17","Light Heavyweight","Volkan Oezdemir","9"
"2024-12-17","Light Heavyweight","Johnny Walker","10"
"2024-12-17","Light Heavyweight","Dominick Reyes","11"
"2024-12-17","Light Heavyweight","Azamat Murzakanov","12"
"2024-12-17","Light Heavyweight","Bogdan Guskov","13"
"2024-12-17","Light Heavyweight","Anthony Smith","14"
"2024-12-17","Light Heavyweight","Alonzo Menifield","15"
"2024-12-17","Heavyweight","Jon Jones","0"
"2024-12-17","Heavyweight","Tom Aspinall","1"
"2024-12-17","Heavyweight","Ciryl Gane","2"
"2024-12-17","Heavyweight","Alexander Volkov","3"
"2024-12-17","Heavyweight","Sergei Pavlovich","4"
"2024-12-17","Heavyweight","Curtis Blaydes","5"
"2024-12-17","Heavyweight","Jailton Almeida","6"
"2024-12-17","Heavyweight","Serghei Spivac","7"
"2024-12-17","Heavyweight","Marcin Tybura","8"
"2024-12-17","Heavyweight","Jairzinho Rozenstruik","9"
"2024-12-17","Heavyweight","Derrick Lewis","10"
"2024-12-17","Heavyweight","Tai Tuivasa","11"
"2024-12-17","Heavyweight","Marcos Rogerio de Lima","12"
"2024-12-17","Heavyweight","Waldo Cortes-Acosta","13"
"2024-12-17","Heavyweight","Shamil Gaziev","14"
"2024-12-17","Heavyweight","Mick Parkin","15"
"2024-12-17","Women's Strawweight","Zhang Weili","0"
"2024-12-17","Women's Strawweight","Tatiana Suarez","1"
"2024-12-17","Women's Strawweight","Yan Xiaonan","2"
"2024-12-17","Women's Strawweight","Virna Jandiroba","3"
"2024-12-17","Women's Strawweight","Jessica Andrade","4"
"2024-12-17","Women's Strawweight","Amanda Lemos","5"
"2024-12-17","Women's Strawweight","Mackenzie Dern","6"
"2024-12-17","Women's Strawweight","Iasmin Lucindo","7"
"2024-12-17","Women's Strawweight","Amanda Ribas","8"
"2024-12-17","Women's Strawweight","Marina Rodriguez","9"
"2024-12-17","Women's Strawweight","Tabatha Ricci","10"
"2024-12-17","Women's Strawweight","Loopy Godinez","11"
"2024-12-17","Women's Strawweight","Gillian Robertson","12"
"2024-12-17","Women's Strawweight","Angela Hill","13"
"2024-12-17","Women's Strawweight","Luana Pinheiro","14"
"2024-12-17","Women's Strawweight","Tecia Pennington","15"
"2024-12-17","Women's Flyweight","Valentina Shevchenko","0"
"2024-12-17","Women's Flyweight","Alexa Grasso","1"
"2024-12-17","Women's Flyweight","Manon Fiorot","2"
"2024-12-17","Women's Flyweight","Erin Blanchfield","3"
"2024-12-17","Women's Flyweight","Maycee Barber","4"
"2024-12-17","Women's Flyweight","Natalia Silva","5"
"2024-12-17","Women's Flyweight","Rose Namajunas","6"
"2024-12-17","Women's Flyweight","Katlyn Cerminara","7"
"2024-12-17","Women's Flyweight","Jessica Andrade","8"
"2024-12-17","Women's Flyweight","Viviane Araujo","9"
"2024-12-17","Women's Flyweight","Amanda Ribas","10"
"2024-12-17","Women's Flyweight","Tracy Cortez","11"
"2024-12-17","Women's Flyweight","Jasmine Jasudavicius","12"
"2024-12-17","Women's Flyweight","Karine Silva","13"
"2024-12-17","Women's Flyweight","Ariane da Silva","14"
"2024-12-17","Women's Flyweight","Miranda Maverick","15"
"2024-12-17","Women's Bantamweight","Julianna Pena","0"
"2024-12-17","Women's Bantamweight","Raquel Pennington","1"
"2024-12-17","Women's Bantamweight","Kayla Harrison","2"
"2024-12-17","Women's Bantamweight","Ketlen Vieira","3"
"2024-12-17","Women's Bantamweight","Norma Dumont","4"
"2024-12-17","Women's Bantamweight","Macy Chiasson","4"
"2024-12-17","Women's Bantamweight","Irene Aldana","6"
"2024-12-17","Women's Bantamweight","Mayra Bueno Silva","6"
"2024-12-17","Women's Bantamweight","Holly Holm","8"
"2024-12-17","Women's Bantamweight","Karol Rosa","9"
"2024-12-17","Women's Bantamweight","Yana Santos","10"
"2024-12-17","Women's Bantamweight","Miesha Tate","11"
"2024-12-17","Women's Bantamweight","Julia Avila","12"
"2024-12-17","Women's Bantamweight","Ailin Perez","13"
"2024-12-17","Women's Bantamweight","Jacqueline Cavalcanti","14"
"2024-12-17","Women's Bantamweight","Chelsea Chandler","15"
"2024-12-17","Men's Pound-for-Pound","Islam Makhachev","1"
"2024-12-17","Men's Pound-for-Pound","Jon Jones","2"
"2024-12-17","Men's Pound-for-Pound","Alex Pereira","3"
"2024-12-17","Men's Pound-for-Pound","Ilia Topuria","4"
"2024-12-17","Men's Pound-for-Pound","Belal Muhammad","5"
"2024-12-17","Men's Pound-for-Pound","Dricus Du Plessis","6"
"2024-12-17","Men's Pound-for-Pound","Merab Dvalishvili","7"
"2024-12-17","Men's Pound-for-Pound","Tom Aspinall","8"
"2024-12-17","Men's Pound-for-Pound","Alexandre Pantoja","9"
"2024-12-17","Men's Pound-for-Pound","Leon Edwards","9"
"2024-12-17","Men's Pound-for-Pound","Alexander Volkanovski","11"
"2024-12-17","Men's Pound-for-Pound","Max Holloway","12"
"2024-12-17","Men's Pound-for-Pound","Sean O'Malley","13"
"2024-12-17","Men's Pound-for-Pound","Sean Strickland","14"
"2024-12-17","Men's Pound-for-Pound","Charles Oliveira","15"
"2024-12-17","Women's Pound-for-Pound","Valentina Shevchenko","1"
"2024-12-17","Women's Pound-for-Pound","Zhang Weili","2"
"2024-12-17","Women's Pound-for-Pound","Alexa Grasso","3"
"2024-12-17","Women's Pound-for-Pound","Julianna Pena","4"
"2024-12-17","Women's Pound-for-Pound","Manon Fiorot","5"
"2024-12-17","Women's Pound-for-Pound","Erin Blanchfield","6"
"2024-12-17","Women's Pound-for-Pound","Kayla Harrison","7"
"2024-12-17","Women's Pound-for-Pound","Rose Namajunas","8"
"2024-12-17","Women's Pound-for-Pound","Raquel Pennington","9"
"2024-12-17","Women's Pound-for-Pound","Tatiana Suarez","10"
"2024-12-17","Women's Pound-for-Pound","Yan Xiaonan","11"
"2024-12-17","Women's Pound-for-Pound","Virna Jandiroba","12"
"2024-12-17","Women's Pound-for-Pound","Jessica Andrade","13"
"2024-12-17","Women's Pound-for-Pound","Natalia Silva","14"
"2024-12-17","Women's Pound-for-Pound","Maycee Barber","15"
"2025-01-14","Flyweight","Alexandre Pantoja","0"
"2025-01-14","Flyweight","Brandon Royval","1"
"2025-01-14","Flyweight","Brandon Moreno","2"
"2025-01-14","Flyweight","Amir Albazi","3"
"2025-01-14","Flyweight","Kai Kara-France","4"
"2025-01-14","Flyweight","Tatsuro Taira","5"
"2025-01-14","Flyweight","Manel Kape","6"
"2025-01-14","Flyweight","Alex Perez","7"
"2025-01-14","Flyweight","Asu Almabayev","8"
"2025-01-14","Flyweight","Steve Erceg","9"
"2025-01-14","Flyweight","Tim Elliott","10"
"2025-01-14","Flyweight","Tagir Ulanbekov","11"
"2025-01-14","Flyweight","Charles Johnson","12"
"2025-01-14","Flyweight","Bruno Gustavo da Silva","13"
"2025-01-14","Flyweight","Kai Asakura","14"
"2025-01-14","Flyweight","Joshua Van","15"
"2025-01-14","Bantamweight","Merab Dvalishvili","0"
"2025-01-14","Bantamweight","Sean O'Malley","1"
"2025-01-14","Bantamweight","Umar Nurmagomedov","2"
"2025-01-14","Bantamweight","Petr Yan","3"
"2025-01-14","Bantamweight","Cory Sandhagen","4"
"2025-01-14","Bantamweight","Deiveson Figueiredo","5"
"2025-01-14","Bantamweight","Marlon Vera","6"
"2025-01-14","Bantamweight","Henry Cejudo","7"
"2025-01-14","Bantamweight","Song Yadong","8"
"2025-01-14","Bantamweight","Rob Font","9"
"2025-01-14","Bantamweight","Mario Bautista","10"
"2025-01-14","Bantamweight","Jose Aldo","11"
"2025-01-14","Bantamweight","Kyler Phillips","12"
"2025-01-14","Bantamweight","Aiemann Zahabi","13"
"2025-01-14","Bantamweight","Marcus McGhee","14"
"2025-01-14","Bantamweight","Montel Jackson","15"
"2025-01-14","Featherweight","Ilia Topuria","0"
"2025-01-14","Featherweight","Alexander Volkanovski","1"
"2025-01-14","Featherweight","Max Holloway","2"
"2025-01-14","Featherweight","Diego Lopes","3"
"2025-01-14","Featherweight","Movsar Evloev","4"
"2025-01-14","Featherweight","Yair Rodriguez","5"
"2025-01-14","Featherweight","Brian Ortega","6"
"2025-01-14","Featherweight","Arnold Allen","7"
"2025-01-14","Featherweight","Josh Emmett","8"
"2025-01-14","Featherweight","Aljamain Sterling","9"
"2025-01-14","Featherweight","Calvin Kattar","10"
"2025-01-14","Featherweight","Lerone Murphy","11"
"2025-01-14","Featherweight","Giga Chikadze","12"
"2025-01-14","Featherweight","Bryce Mitchell","13"
"2025-01-14","Featherweight","Dan Ige","14"
"2025-01-14","Featherweight","Edson Barboza","15"
"2025-01-14","Lightweight","Islam Makhachev","0"
"2025-01-14","Lightweight","Arman Tsarukyan","1"
"2025-01-14","Lightweight","Charles Oliveira","2"
"2025-01-14","Lightweight","Justin Gaethje","3"
"2025-01-14","Lightweight","Dustin Poirier","4"
"2025-01-14","Lightweight","Max Holloway","5"
"2025-01-14","Lightweight","Dan Hooker","6"
"2025-01-14","Lightweight","Michael Chandler","7"
"2025-01-14","Lightweight","Mateusz Gamrot","8"
"2025-01-14","Lightweight","Beneil Dariush","9"
"2025-01-14","Lightweight","Renato Moicano","10"
"2025-01-14","Lightweight","Rafael Fiziev","11"
"2025-01-14","Lightweight","Benoit Saint Denis","12"
"2025-01-14","Lightweight","Paddy Pimblett","13"
"2025-01-14","Lightweight","Jalin Turner","14"
"2025-01-14","Lightweight","Joel Alvarez","15"
"2025-01-14","Welterweight","Belal Muhammad","0"
"2025-01-14","Welterweight","Leon Edwards","1"
"2025-01-14","Welterweight","Shavkat Rakhmonov","2"
"2025-01-14","Welterweight","Kamaru Usman","3"
"2025-01-14","Welterweight","Jack Della Maddalena","4"
"2025-01-14","Welterweight","Sean Brady","5"
"2025-01-14","Welterweight","Joaquin Buckley","6"
"2025-01-14","Welterweight","Ian Machado Garry","7"
"2025-01-14","Welterweight","Gilbert Burns","8"
"2025-01-14","Welterweight","Colby Covington","9"
"2025-01-14","Welterweight","Geoff Neal","10"
"2025-01-14","Welterweight","Stephen Thompson","11"
"2025-01-14","Welterweight","Michael Morales","12"
"2025-01-14","Welterweight","Carlos Prates","13"
"2025-01-14","Welterweight","Vicente Luque","14"
"2025-01-14","Welterweight","Michael Page","15"
"2025-01-14","Middleweight","Dricus Du Plessis","0"
"2025-01-14","Middleweight","Sean Strickland","1"
"2025-01-14","Middleweight","Israel Adesanya","2"
"2025-01-14","Middleweight","Khamzat Chimaev","3"
"2025-01-14","Middleweight","Robert Whittaker","4"
"2025-01-14","Middleweight","Nassourdine Imavov","5"
"2025-01-14","Middleweight","Caio Borralho","6"
"2025-01-14","Middleweight","Marvin Vettori","7"
"2025-01-14","Middleweight","Jared Cannonier","8"
"2025-01-14","Middleweight","Brendan Allen","9"
"2025-01-14","Middleweight","Roman Dolidze","10"
"2025-01-14","Middleweight","Paulo Costa","11"
"2025-01-14","Middleweight","Anthony Hernandez","12"
"2025-01-14","Middleweight","Jack Hermansson","13"
"2025-01-14","Middleweight","Shara Magomedov","14"
"2025-01-14","Middleweight","Michel Pereira","15"
"2025-01-14","Light Heavyweight","Alex Pereira","0"
"2025-01-14","Light Heavyweight","Magomed Ankalaev","1"
"2025-01-14","Light Heavyweight","Jiri Prochazka","2"
"2025-01-14","Light Heavyweight","Jamahal Hill","3"
"2025-01-14","Light Heavyweight","Jan Blachowicz","4"
"2025-01-14","Light Heavyweight","Aleksandar Rakic","5"
"2025-01-14","Light Heavyweight","Carlos Ulberg","6"
"2025-01-14","Light Heavyweight","Khalil Rountree Jr.","7"
"2025-01-14","Light Heavyweight","Nikita Krylov","8"
"2025-01-14","Light Heavyweight","Volkan Oezdemir","9"
"2025-01-14","Light Heavyweight","Johnny Walker","10"
"2025-01-14","Light Heavyweight","Dominick Reyes","11"
"2025-01-14","Light Heavyweight","Azamat Murzakanov","12"
"2025-01-14","Light Heavyweight","Bogdan Guskov","13"
"2025-01-14","Light Heavyweight","Anthony Smith","14"
"2025-01-14","Light Heavyweight","Alonzo Menifield","15"
"2025-01-14","Heavyweight","Jon Jones","0"
"2025-01-14","Heavyweight","Tom Aspinall","1"
"2025-01-14","Heavyweight","Ciryl Gane","2"
"2025-01-14","Heavyweight","Alexander Volkov","3"
"2025-01-14","Heavyweight","Sergei Pavlovich","4"
"2025-01-14","Heavyweight","Curtis Blaydes","5"
"2025-01-14","Heavyweight","Jailton Almeida","6"
"2025-01-14","Heavyweight","Serghei Spivac","7"
"2025-01-14","Heavyweight","Marcin Tybura","8"
"2025-01-14","Heavyweight","Jairzinho Rozenstruik","9"
"2025-01-14","Heavyweight","Derrick Lewis","10"
"2025-01-14","Heavyweight","Tai Tuivasa","11"
