Date,RedFighter,BlueFighter,WeightClass,RedOdds,BlueOdds
2024-04-06,Trevor Peek,Charlie Campbell,Lightweight,130,-155
2024-04-06,Court McGee,Alex Morono,Welterweight,285,-360
2024-04-06,Valter Walker,Lukasz Brzeski,Heavyweight,-250,205
2024-04-06,Norma Dumont,Germaine de Randamie,Women's Bantamweight,-115,-105
2024-04-06,Pedro Falcao,Victor Hugo,Bantamweight,130,-155
2024-04-06,Dan Argueta,Jean Matsumoto,Bantamweight,130,-155
2024-04-06,Dylan Budka,Cesar Almeida,Middleweight,-166,140
2024-04-06,Melissa Mullins,Nora Cornolle,Women's Bantamweight,-360,285
2024-03-30,Erin Blanchfield,Manon Fiorot,Women's Flyweight,-218,180
2024-03-30,Vicente Luque,Joaquin Buckley,Welterweight,-148,124
2024-03-30,Chris Weidman,Bruno Silva,Middleweight,145,-175
2024-03-30,Nursulton Ruziboev,Sedriques Dumas,Middleweight,-258,210
2024-03-30,Bill Algeo,Kyle Nelson,Featherweight,-298,240
2024-03-30,Chidi Njokuani,Rhys McKee,Welterweight,-130,110
2024-03-30,Nate Landwehr,Jamall Emmers,Featherweight,142,-170
2024-03-30,Virna Jandiroba,Loopy Godinez,Women's Strawweight,180,-218
2024-03-30,Julio Arce,Herbert Burns,Featherweight,-340,270
2024-03-30,Dennis Buzukja,Connor Matthews,Featherweight,-118,-102
2024-03-30,Ibo Aslan,Anton Turkalj,Light Heavyweight,-130,110
2024-03-30,Andre Petroski,Jacob Malkoun,Middleweight,195,-238
2024-03-30,Angel Pacheco,Caolan Loughran,Bantamweight,390,-520
2024-03-23,Amanda Ribas,Rose Namajunas,Women's Flyweight,180,-218
2024-03-23,Karl Williams,Justin Tafa,Heavyweight,-205,170
2024-03-23,Edmen Shahbazyan,AJ Dobson,Middleweight,-192,160
2024-03-23,Payton Talbott,Cameron Saaiman,Bantamweight,-162,136
2024-03-23,Billy Quarantillo,Youssef Zalal,Featherweight,110,-130
2024-03-23,Fernando Padilla,Luis Pajuelo,Featherweight,-180,150
2024-03-23,Kurt Holobaugh,Trey Ogden,Lightweight,105,-125
2024-03-23,Ricardo Ramos,Julian Erosa,Featherweight,-175,145
2024-03-23,Miles Johns,Cody Gibson,Bantamweight,-142,120
2024-03-23,Jarno Errens,Steven Nguyen,Featherweight,136,-162
2024-03-23,Montserrat Rendon,Daria Zhelezniakova,Women's Bantamweight,245,-305
2024-03-23,Igor Severino,Andre Lima,Flyweight,136,-162
2024-03-23,Mohammed Usman,Mick Parkin,Heavyweight,120,-142
2024-03-16,Tai Tuivasa,Marcin Tybura,Heavyweight,-118,-102
2024-03-16,Ovince Saint Preux,Kennedy Nzechukwu,Light Heavyweight,455,-625
2024-03-16,Christian Rodriguez,Isaac Dulgarian,Featherweight,170,-205
2024-03-16,Pannie Kianzad,Macy Chiasson,Women's Bantamweight,190,-230
2024-03-16,Gerald Meerschaert,Bryan Barberena,Middleweight,-265,215
2024-03-16,Natan Levy,Mike Davis,Lightweight,360,-470
2024-03-16,Josiane Nunes,Chelsea Chandler,Women's Bantamweight,-177,140
2024-03-16,Jafel Filho,Ode Osbourne,Flyweight,-198,164
2024-03-16,Josh Culibao,Danny Silva,Featherweight,-218,180
2024-03-16,Jaqueline Amorim,Cory McKenna,Women's Strawweight,130,-155
2024-03-16,Thiago Moises,Mitch Ramirez,Lightweight,-325,260
2024-03-16,Charalampos Grigoriou,Chad Anheliger,Bantamweight,-180,150
2024-03-09,Sean O'Malley,Marlon Vera,Bantamweight,-290,235
2024-03-09,Dustin Poirier,Benoit Saint Denis,Lightweight,180,-218
2024-03-09,Kevin Holland,Michael Page,Welterweight,-142,120
2024-03-09,Gilbert Burns,Jack Della Maddalena,Welterweight,142,-170
2024-03-09,Petr Yan,Song Yadong,Bantamweight,-155,130
2024-03-09,Curtis Blaydes,Jailton Almeida,Heavyweight,114,-135
2024-03-09,Katlyn Cerminara,Maycee Barber,Women's Flyweight,154,-185
2024-03-09,Mateusz Gamrot,Rafael Dos Anjos,Lightweight,-485,370
2024-03-09,Pedro Munhoz,Kyler Phillips,Bantamweight,195,-238
2024-03-09,Ion Cutelaba,Philipe Lins,Light Heavyweight,-135,114
2024-03-09,Michel Pereira,Michal Oleksiejczuk,Middleweight,-155,130
2024-03-09,Robelis Despaigne,Josh Parisian,Heavyweight,-375,295
2024-03-09,CJ Vergara,Asu Almabayev,Flyweight,410,-550
2024-03-09,Joanne Wood,Maryna Moroz,Women's Flyweight,180,-218
2024-03-02,Jairzinho Rozenstruik,Shamil Gaziev,Heavyweight,150,-180
2024-03-02,Vitor Petrino,Tyson Pedro,Light Heavyweight,-455,350
2024-03-02,Alex Perez,Muhammad Mokaev,Flyweight,320,-410
2024-03-02,Umar Nurmagomedov,Bekzat Almakhan,Bantamweight,-1350,800
2024-03-02,Matt Schnell,Steve Erceg,Flyweight,370,-485
2024-03-02,Eryk Anders,Jamie Pickett,Middleweight,-535,400
2024-03-02,Vinicius Oliveira,Benardo Sopaj,Bantamweight,-175,114
2024-03-02,Aiemann Zahabi,Javid Basharat,Bantamweight,550,-800
2024-03-02,Christian Leroy Duncan,Claudio Ribeiro,Middleweight,-410,320
2024-03-02,Ludovit Klein,AJ Cunningham,Lightweight,140,800
2024-03-02,Abdul-Kareem Al-Selwady,Loik Radzhabov,Lightweight,-135,114
2024-02-24,Brandon Moreno,Brandon Royval,Flyweight,-305,245
2024-02-24,Yair Rodriguez,Brian Ortega,Featherweight,-166,140
2024-02-24,Daniel Zellhuber,Francisco Prado,Lightweight,-340,270
2024-02-24,Yazmin Jauregui,Sam Hughes,Women's Strawweight,-800,550
2024-02-24,Manuel Torres,Chris Duncan,Lightweight,-170,142
2024-02-24,Cristian Quinonez,Raoni Barcelos,Bantamweight,136,-162
2024-02-24,Jesus Aguilar,Mateus Mendonca,Flyweight,114,-135
2024-02-24,Edgar Chairez,Daniel Lacerda,Flyweight,-500,380
2024-02-24,Claudio Puelles,Fares Ziam,Lightweight,180,-218
2024-02-24,Ronaldo Rodriguez,Denys Bondar,Flyweight,-130,110
2024-02-24,Victor Altamirano,Felipe dos Santos,Flyweight,230,-285
2024-02-24,Erik Silva,Muhammad Naimov,Featherweight,410,-550
2024-02-17,Alexander Volkanovski,Ilia Topuria,Featherweight,-142,120
2024-02-17,Robert Whittaker,Paulo Costa,Middleweight,-205,170
2024-02-17,Geoff Neal,Ian Machado Garry,Welterweight,210,-258
2024-02-17,Merab Dvalishvili,Henry Cejudo,Bantamweight,-298,240
2024-02-17,Anthony Hernandez,Roman Kopylov,Middleweight,-218,180
2024-02-17,Amanda Lemos,Mackenzie Dern,Women's Strawweight,-162,136
2024-02-17,Marcos Rogerio de Lima,Junior Tafa,Heavyweight,-230,190
2024-02-17,Rinya Nakamura,Carlos Vera,Bantamweight,-1450,850
2024-02-17,Zhang Mingyang,Brendson Ribeiro,Light Heavyweight,-110,-110
2024-02-17,Josh Quinlan,Danny Barlow,Welterweight,164,-198
2024-02-17,Oban Elliott,Val Woodburn,Welterweight,-380,300
2024-02-17,Andrea Lee,Miranda Maverick,Women's Flyweight,170,-205
2024-02-10,Jack Hermansson,Joe Pyfer,Middleweight,205,-250
2024-02-10,Dan Ige,Andre Fili,Featherweight,-185,154
2024-02-10,Robert Bryczek,Ihor Potieria,Middleweight,-230,190
2024-02-10,Brad Tavares,Gregory Rodrigues,Middleweight,190,-230
2024-02-10,Michael Johnson,Darrius Flowers,Lightweight,-155,130
2024-02-10,Rodolfo Vieira,Armen Petrosyan,Middleweight,-105,-115
2024-02-10,Trevin Giles,Carlos Prates,Welterweight,210,-258
2024-02-10,Bolaji Oki,Timmy Cuamba,Lightweight,-180,150
2024-02-10,Loma Lookboonmee,Bruna Brasil,Women's Strawweight,-278,225
2024-02-10,Devin Clark,Marcin Prachnio,Light Heavyweight,-218,180
2024-02-10,Max Griffin,Jeremiah Wells,Welterweight,140,-166
2024-02-10,Zac Pauga,Bogdan Guskov,Light Heavyweight,-142,120
2024-02-10,Fernie Garcia,Hyder Amil,Featherweight,190,-230
2024-02-03,Roman Dolidze,Nassourdine Imavov,Middleweight,150,-180
2024-02-03,Renato Moicano,Drew Dober,Lightweight,-205,170
2024-02-03,Randy Brown,Muslim Salikhov,Welterweight,-265,215
2024-02-03,Viviane Araujo,Natalia Silva,Women's Flyweight,270,-340
2024-02-03,Gilbert Urbina,Charles Radtke,Welterweight,-218,180
2024-02-03,Molly McCann,Diana Belbita,Women's Strawweight,-245,200
2024-02-03,Azat Maksum,Charles Johnson,Flyweight,-310,250
2024-02-03,Themba Gorimbo,Pete Rodriguez,Welterweight,-192,160
2024-02-03,JeongYeong Lee,Blake Bilder,Featherweight,-205,170
2024-02-03,Luana Carolina,Julija Stoliarenko,Women's Flyweight,136,-162
2024-02-03,Landon Quinones,MarQuel Mederos,Lightweight,124,-148
2024-02-03,Thomas Petersen,Jamal Pogues,Heavyweight,-175,145
2024-01-20,Sean Strickland,Dricus Du Plessis,Middleweight,-108,-112
2024-01-20,Raquel Pennington,Mayra Bueno Silva,Women's Bantamweight,142,-170
2024-01-20,Neil Magny,Mike Malott,Welterweight,300,-380
2024-01-20,Chris Curtis,Marc-Andre Barriault,Middleweight,-175,145
2024-01-20,Arnold Allen,Movsar Evloev,Featherweight,180,-218
2024-01-20,Brad Katona,Garrett Armfield,Bantamweight,-238,195
2024-01-20,Charles Jourdain,Sean Woodson,Featherweight,-218,180
2024-01-20,Serhiy Sidey,Ramon Taveras,Bantamweight,-198,164
2024-01-20,Gillian Robertson,Polyana Viana,Women's Strawweight,-298,240
2024-01-20,Yohan Lainesse,Sam Patterson,Welterweight,-142,120
2024-01-20,Jasmine Jasudavicius,Priscila Cachoeira,Women's Bantamweight,-425,330
2024-01-20,Malcolm Gordon,Jimmy Flick,Flyweight,-198,164
2024-01-13,Magomed Ankalaev,Johnny Walker,Light Heavyweight,-520,390
2024-01-13,Jim Miller,Gabriel Benitez,Lightweight,-166,130
2024-01-13,Ricky Simon,Mario Bautista,Bantamweight,-180,140
2024-01-13,Phil Hawes,Brunno Ferreira,Middleweight,114,-145
2024-01-13,Andrei Arlovski,Waldo Cortes-Acosta,Heavyweight,400,-620
2024-01-13,Matthew Semelsberger,Preston Parsons,Welterweight,-130,100
2024-01-13,Marcus McGhee,Gaston Bolanos,Bantamweight,-250,205
2024-01-13,Farid Basharat,Taylor Lapilus,Bantamweight,-375,270
2024-01-13,Westin Wilson,Jean Silva,Featherweight,625,-950
2024-01-13,Nikolas Motta,Tom Nolan,Lightweight,285,-360
2024-01-13,Joshua Van,Felipe Bunes,Flyweight,-298,220
2023-12-16,Leon Edwards,Colby Covington,Welterweight,-162,136
2023-12-16,Alexandre Pantoja,Brandon Royval,Flyweight,-230,190
2023-12-16,Shavkat Rakhmonov,Stephen Thompson,Welterweight,-810,500
2023-12-16,Tony Ferguson,Paddy Pimblett,Lightweight,295,-375
2023-12-16,Josh Emmett,Bryce Mitchell,Featherweight,210,-258
2023-12-16,Alonzo Menifield,Dustin Jacoby,Light Heavyweight,210,-258
2023-12-16,Irene Aldana,Karol Rosa,Women's Bantamweight,-180,150
2023-12-16,Cody Garbrandt,Brian Kelleher,Bantamweight,-192,160
2023-12-16,Casey O'Neill,Ariane da Silva,Women's Flyweight,-175,145
2023-12-16,Tagir Ulanbekov,Cody Durden,Flyweight,-175,145
2023-12-16,Andre Fili,Lucas Almeida,Featherweight,-190,145
2023-12-16,Martin Buday,Shamil Gaziev,Heavyweight,-118,-102
2023-12-09,Song Yadong,Chris Gutierrez,Bantamweight,-355,280
2023-12-09,Anthony Smith,Khalil Rountree Jr.,Light Heavyweight,164,-198
2023-12-09,Nasrat Haqparast,Jamie Mullarkey,Lightweight,-198,164
2023-12-09,Tim Elliott,Sumudaerji,Bantamweight,-162,136
2023-12-09,JunYong Park,Andre Muniz,Middleweight,-198,164
2023-12-09,Song Kenan,Kevin Jousset,Welterweight,114,-145
2023-12-09,HyunSung Park,Shannon Ross,Flyweight,-198,500
2023-12-09,Steve Garcia,Melquizael Costa,Lightweight,500,-810
2023-12-09,Luana Santos,Stephanie Egger,Women's Bantamweight,-155,130
2023-12-09,Tatsuro Taira,Carlos Hernandez,Flyweight,-620,400
2023-12-09,Rayanne dos Santos,Talita Alencar,Women's Strawweight,-162,136
2023-12-02,Beneil Dariush,Arman Tsarukyan,Lightweight,210,-280
2023-12-02,Jalin Turner,King Green,Lightweight,-160,124
2023-12-02,Rob Font,Deiveson Figueiredo,Bantamweight,-130,100
2023-12-02,Sean Brady,Kelvin Gastelum,Welterweight,-115,-105
2023-12-02,Clay Guida,Joaquim Silva,Lightweight,260,-325
2023-12-02,Punahele Soriano,Dustin Stoltzfus,Middleweight,-360,285
2023-12-02,Miesha Tate,Julia Avila,Women's Bantamweight,124,-148
2023-12-02,Zachary Reese,Cody Brundage,Middleweight,-345,250
2023-12-02,Drakkar Klose,Joe Solecki,Lightweight,-115,-115
2023-12-02,Rodolfo Bellato,Ihor Potieria,Light Heavyweight,-410,320
2023-12-02,Wellington Turman,Jared Gooden,Welterweight,-205,170
2023-12-02,Veronica Hardy,Jamey-Lyn Horth,Women's Flyweight,165,-215
2023-11-18,Brendan Allen,Paul Craig,Middleweight,-470,360
2023-11-18,Michael Morales,Jake Matthews,Welterweight,-360,260
2023-11-18,Chase Hooper,Jordan Leavitt,Lightweight,-195,150
2023-11-18,Payton Talbott,Nick Aguirre,Bantamweight,-900,600
2023-11-18,Luana Pinheiro,Amanda Ribas,Women's Strawweight,205,-250
2023-11-18,Uros Medic,Myktybek Orolbai,Welterweight,-225,-110
2023-11-18,Jonathan Pearce,Joanderson Brito,Featherweight,-140,110
2023-11-18,Chad Anheliger,Jose Johnson,Bantamweight,164,-198
2023-11-18,Christian Leroy Duncan,Denis Tiuliulin,Middleweight,-720,450
2023-11-18,Mick Parkin,Caio Machado,Heavyweight,-410,290
2023-11-18,Jeka Saragih,Lucas Alexander,Featherweight,380,-500
2023-11-18,Lucie Pudilova,Ailin Perez,Women's Bantamweight,160,-192
2023-11-18,Charles Johnson,Rafael Estevam,Flyweight,120,-150
2023-11-11,Jiri Prochazka,Alex Pereira,Light Heavyweight,-105,-125
2023-11-11,Sergei Pavlovich,Tom Aspinall,Heavyweight,110,-130
2023-11-11,Jessica Andrade,Mackenzie Dern,Women's Strawweight,205,-250
2023-11-11,Matt Frevola,Benoit Saint Denis,Lightweight,180,-238
2023-11-11,Diego Lopes,Pat Sabatini,Featherweight,110,-130
2023-11-11,Steve Erceg,Alessandro Costa,Flyweight,-230,175
2023-11-11,Tabatha Ricci,Loopy Godinez,Women's Strawweight,175,-230
2023-11-11,Mateusz Rebecki,Roosevelt Roberts,Lightweight,-920,550
2023-11-11,Jared Gordon,Mark Madsen,Lightweight,-270,200
2023-11-11,John Castaneda,Kyung Ho Kang,Catch Weight,-115,-105
2023-11-11,Joshua Van,Kevin Borjas,Flyweight,-245,200
2023-11-11,Dennis Buzukja,Jamall Emmers,Featherweight,195,-260
2023-11-04,Jailton Almeida,Derrick Lewis,Heavyweight,-485,370
2023-11-04,Gabriel Bonfim,Nicolas Dalby,Welterweight,-500,380
2023-11-04,Rodrigo Nascimento,Don'Tale Mayes,Heavyweight,-205,170
2023-11-04,Caio Borralho,Abus Magomedov,Middleweight,-298,240
2023-11-04,Elves Brener,Kaynan Kruschewsky,Catch Weight,-160,195
2023-11-04,Vitor Petrino,Modestas Bukauskas,Light Heavyweight,-265,215
2023-11-04,Angela Hill,Denise Gomes,Women's Strawweight,110,-140
2023-11-04,Eduarda Moura,Montserrat Conejo Ruiz,Women's Strawweight,-700,500
2023-11-04,Kaue Fernandes,Marc Diakiese,Lightweight,170,-205
2023-10-21,Islam Makhachev,Alexander Volkanovski,Lightweight,-350,220
2023-10-21,Kamaru Usman,Khamzat Chimaev,Middleweight,300,-380
2023-10-21,Ikram Aliskerov,Warlley Alves,Middleweight,-700,500
2023-10-21,Said Nurmagomedov,Muin Gafurov,Bantamweight,-305,245
2023-10-21,Tim Elliott,Muhammad Mokaev,Flyweight,350,-520
2023-10-21,Mohammad Yahya,Trevor Peek,Lightweight,170,-205
2023-10-21,Abu Azaitar,Sedriques Dumas,Middleweight,195,-238
2023-10-21,Mike Breeden,Anshul Jubli,Lightweight,210,-258
2023-10-21,Nathaniel Wood,Muhammad Naimov,Featherweight,-360,285
2023-10-21,Viktoriia Dudakova,Jinh Yu Frey,Women's Strawweight,-520,350
2023-10-21,Shara Magomedov,Bruno Silva,Middleweight,-380,300
2023-10-14,Sodiq Yusuff,Edson Barboza,Featherweight,-192,160
2023-10-14,Jennifer Maia,Viviane Araujo,Women's Flyweight,-148,124
2023-10-14,Jonathan Martinez,Adrian Yanez,Bantamweight,-125,105
2023-10-14,Andre Petroski,Michel Pereira,Middleweight,164,-198
2023-10-14,Christian Rodriguez,Cameron Saaiman,Bantamweight,-135,114
2023-10-14,Darren Elkins,TJ Brown,Featherweight,164,-198
2023-10-14,Tainara Lisboa,Ravena Oliveira,Women's Bantamweight,-360,260
2023-10-14,Terrance McKinney,Brendon Marotte,Lightweight,-625,455
2023-10-14,Irina Alekseeva,Melissa Mullins,Women's Bantamweight,102,-122
2023-10-14,Chris Gutierrez,Alatengheili,Bantamweight,-270,200
2023-10-14,Ashley Yoder,Emily Ducote,Women's Strawweight,290,-410
2023-10-07,Grant Dawson,King Green,Lightweight,-620,400
2023-10-07,Joe Pyfer,Abdul Razak Alhassan,Middleweight,-395,280
2023-10-07,Alex Morono,Joaquin Buckley,Welterweight,145,-175
2023-10-07,Drew Dober,Ricky Glenn,Lightweight,-425,330
2023-10-07,Alexander Hernandez,Bill Algeo,Featherweight,-120,-110
2023-10-07,Karolina Kowalkiewicz,Diana Belbita,Women's Strawweight,-135,105
2023-10-07,Nate Maness,Mateus Mendonca,Flyweight,240,-298
2023-10-07,Vanessa Demopoulos,Kanako Murata,Women's Strawweight,320,-410
2023-10-07,Aoriqileng,Johnny Munoz,Bantamweight,-115,-115
2023-10-07,Montana De La Rosa,JJ Aldrich,Women's Flyweight,-170,142
2023-09-23,Rafael Fiziev,Mateusz Gamrot,Lightweight,-142,120
2023-09-23,Bryce Mitchell,Dan Ige,Featherweight,-225,185
2023-09-23,Marina Rodriguez,Michelle Waterson-Gomez,Women's Strawweight,-360,260
2023-09-23,Bryan Battle,AJ Fletcher,Welterweight,-192,160
2023-09-23,Ricardo Ramos,Charles Jourdain,Featherweight,114,-135
2023-09-23,Tim Means,Andre Fialho,Welterweight,130,-166
2023-09-23,Jacob Malkoun,Cody Brundage,Middleweight,-620,400
2023-09-23,Mohammed Usman,Jake Collier,Heavyweight,-120,100
2023-09-23,Mizuki,Hannah Goldy,Women's Strawweight,-345,250
2023-09-23,Tamires Vidal,Montserrat Rendon,Women's Bantamweight,-238,195
2023-09-16,Kevin Holland,Jack Della Maddalena,Welterweight,-115,-105
2023-09-16,Raul Rosas Jr.,Terrence Mitchell,Bantamweight,-700,500
2023-09-16,Daniel Zellhuber,Christos Giagos,Lightweight,-290,235
2023-09-16,Fernando Padilla,Kyle Nelson,Featherweight,-258,210
2023-09-16,Loopy Godinez,Elise Reed,Women's Strawweight,-395,310
2023-09-16,Roman Kopylov,Josh Fremd,Middleweight,-325,260
2023-09-16,Tracy Cortez,Jasmine Jasudavicius,Women's Flyweight,-125,105
2023-09-16,Alex Reyes,Charlie Campbell,Lightweight,400,-550
2023-09-16,Josefine Knutsson,Marnic Mann,Women's Strawweight,-750,500
2023-09-09,Israel Adesanya,Sean Strickland,Middleweight,-550,410
2023-09-09,Tai Tuivasa,Alexander Volkov,Heavyweight,195,-238
2023-09-09,Manel Kape,Felipe dos Santos,Flyweight,-440,340
2023-09-09,Justin Tafa,Austen Lane,Heavyweight,-198,164
2023-09-09,Tyson Pedro,Anton Turkalj,Light Heavyweight,102,-122
2023-09-09,Carlos Ulberg,Da Woon Jung,Light Heavyweight,-315,230
2023-09-09,Jack Jenkins,Chepe Mariscal,Featherweight,-218,188
2023-09-09,Jamie Mullarkey,John Makdessi,Lightweight,-298,240
2023-09-09,Nasrat Haqparast,Landon Quinones,Lightweight,-520,350
2023-09-09,Blood Diamond,Charles Radtke,Welterweight,260,-325
2023-09-09,Shane Young,Gabriel Miranda,Featherweight,-102,-118
2023-09-09,Kevin Jousset,Kiefer Crosbie,Welterweight,-198,164
2023-09-02,Ciryl Gane,Serghei Spivac,Heavyweight,-192,160
2023-09-02,Manon Fiorot,Rose Namajunas,Women's Flyweight,-198,164
2023-09-02,Benoit Saint Denis,Thiago Moises,Lightweight,-198,164
2023-09-02,Volkan Oezdemir,Bogdan Guskov,Light Heavyweight,-175,145
2023-09-02,William Gomis,Yanis Ghemmouri,Featherweight,-198,164
2023-09-02,Morgan Charriere,Manolo Zecchini,Featherweight,-375,295
2023-09-02,Taylor Lapilus,Caolan Loughran,Bantamweight,-200,145
2023-09-02,Ange Loosa,Rhys McKee,Welterweight,-145,114
2023-09-02,Nora Cornolle,Joselyne Edwards,Women's Bantamweight,114,-135
2023-09-02,Farid Basharat,Kleydson Rodrigues,Bantamweight,-380,300
2023-09-02,Zarah Fairn,Jacqueline Cavalcanti,Catch Weight,300,-380
2023-08-26,Max Holloway,Chan Sung Jung,Featherweight,-700,500
2023-08-26,Anthony Smith,Ryan Spann,Light Heavyweight,110,-130
2023-08-26,Giga Chikadze,Alex Caceres,Featherweight,-258,210
2023-08-26,Rinya Nakamura,Fernie Garcia,Bantamweight,-950,625
2023-08-26,Erin Blanchfield,Taila Santos,Women's Flyweight,-166,140
2023-08-26,Junior Tafa,Parker Porter,Heavyweight,-162,136
2023-08-26,Waldo Cortes-Acosta,Lukasz Brzeski,Heavyweight,-205,170
2023-08-26,Toshiomi Kazama,Garrett Armfield,Bantamweight,136,-162
2023-08-26,Chidi Njokuani,Michal Oleksiejczuk,Middleweight,110,-130
2023-08-26,Song Kenan,Rolando Bedoya,Welterweight,285,-360
2023-08-26,Billy Ray Goff,Yusaku Kinoshita,Welterweight,124,-148
2023-08-26,Liang Na,JJ Aldrich,Women's Flyweight,400,-535
2023-08-26,SeungWoo Choi,Jarno Errens,Featherweight,-148,124
2023-08-19,Aljamain Sterling,Sean O'Malley,Bantamweight,-258,210
2023-08-19,Zhang Weili,Amanda Lemos,Women's Strawweight,-310,250
2023-08-19,Neil Magny,Ian Machado Garry,Welterweight,380,-500
2023-08-19,Da'Mon Blackshear,Mario Bautista,Bantamweight,170,-205
2023-08-19,Marlon Vera,Pedro Munhoz,Bantamweight,-166,140
2023-08-19,Chris Weidman,Brad Tavares,Middleweight,170,-205
2023-08-19,Gregory Rodrigues,Denis Tiuliulin,Middleweight,-375,295
2023-08-19,Kurt Holobaugh,Austin Hubbard,Lightweight,142,-170
2023-08-19,Brad Katona,Cody Gibson,Bantamweight,-192,160
2023-08-19,Andre Petroski,Gerald Meerschaert,Middleweight,-230,190
2023-08-19,Andrea Lee,Natalia Silva,Women's Flyweight,260,-325
2023-08-19,Karine Silva,Maryna Moroz,Women's Flyweight,-130,110
2023-08-12,Vicente Luque,Rafael Dos Anjos,Welterweight,110,-130
2023-08-12,Cub Swanson,Hakeem Dawodu,Featherweight,245,-305
2023-08-12,Khalil Rountree Jr.,Chris Daukaus,Light Heavyweight,-170,142
2023-08-12,Polyana Viana,Iasmin Lucindo,Women's Strawweight,164,-198
2023-08-12,AJ Dobson,Tafon Nchukwi,Middleweight,124,-148
2023-08-12,Josh Fremd,Jamie Pickett,Middleweight,-325,260
2023-08-12,JP Buys,Marcus McGhee,Bantamweight,280,-355
2023-08-12,Terrance McKinney,Mike Breeden,Lightweight,-285,230
2023-08-12,Francis Marshall,Isaac Dulgarian,Featherweight,-130,110
2023-08-12,Josh Parisian,Martin Buday,Heavyweight,164,-198
2023-08-12,Jaqueline Amorim,Montserrat Conejo Ruiz,Women's Strawweight,-245,200
2023-08-12,Da'Mon Blackshear,Jose Johnson,Bantamweight,-238,195
2023-08-12,Juliana Miller,Luana Santos,Women's Flyweight,124,-148
2023-08-05,Cory Sandhagen,Rob Font,Catch Weight,-380,300
2023-08-05,Jessica Andrade,Tatiana Suarez,Women's Strawweight,295,-375
2023-08-05,Dustin Jacoby,Kennedy Nzechukwu,Light Heavyweight,142,-170
2023-08-05,Diego Lopes,Gavin Tucker,Featherweight,-170,142
2023-08-05,Tanner Boser,Aleksa Camur,Light Heavyweight,-130,110
2023-08-05,Ignacio Bahamondes,Ludovit Klein,Lightweight,-230,190
2023-08-05,Kyler Phillips,Raoni Barcelos,Bantamweight,-218,180
2023-08-05,Jeremiah Wells,Carlston Harris,Welterweight,-118,-102
2023-08-05,Billy Quarantillo,Damon Jackson,Featherweight,-162,136
2023-08-05,Cody Durden,Jake Hadley,Flyweight,170,-215
2023-08-05,Sean Woodson,Dennis Buzukja,Featherweight,-185,154
2023-08-05,Ode Osbourne,Asu Almabayev,Flyweight,160,-192
2023-07-29,Dustin Poirier,Justin Gaethje,Lightweight,-145,125
2023-07-29,Jan Blachowicz,Alex Pereira,Light Heavyweight,100,-120
2023-07-29,Derrick Lewis,Marcos Rogerio de Lima,Heavyweight,185,-215
