Date,RedFighter,BlueFighter,WeightClass,RedOdds,BlueOdds
2013-09-04,Marcos Vinicius,Ali Bagautinov,Flyweight,315,-345
2013-09-04,Joao Zeferino,Elias Silverio,Welterweight,100,-110
2013-09-04,Keith Wisniewski,Ivan Jorge,Welterweight,255,-280
2013-09-04,Yuri Villefort,Sean Spencer,Welterweight,-220,200
2013-08-31,Benson Henderson,Anthony Pettis,Lightweight,100,-110
2013-08-31,Frank Mir,Josh Barnett,Heavyweight,167,-178
2013-08-31,Chad Mendes,Clay Guida,Featherweight,-500,435
2013-08-31,Ben Rothwell,Brandon Vera,Heavyweight,-155,145
2013-08-31,Erik Koch,Dustin Poirier,Featherweight,-200,185
2013-08-31,Jamie Varner,Gleison Tibau,Lightweight,-105,-105
2013-08-31,Louis Gaudinot,Tim Elliott,Flyweight,210,-230
2013-08-31,Pascal Krauss,Hyun Gyu Lim,Welterweight,-255,235
2013-08-31,Chico Camus,Kyung Ho Kang,Bantamweight,210,-230
2013-08-31,Soa Palelei,Nikita Krylov,Heavyweight,120,-130
2013-08-31,Ryan Couture,Al Iaquinta,Lightweight,185,-200
2013-08-31,Jared Hamman,Magnus Cedenblad,Middleweight,120,-130
2013-08-28,Carlos Condit,Martin Kampmann,Welterweight,-280,255
2013-08-28,Donald Cerrone,Rafael Dos Anjos,Lightweight,105,-115
2013-08-28,Kelvin Gastelum,Brian Melancon,Welterweight,-310,280
2013-08-28,Court McGee,Robert Whittaker,Welterweight,170,-185
2013-08-28,Takeya Mizugaki,Erik Perez,Bantamweight,160,-170
2013-08-28,Dylan Andrews,Papy Abedi,Middleweight,-315,285
2013-08-28,Justin Edwards,Brandon Thatch,Welterweight,248,-270
2013-08-28,Darren Elkins,Hatsu Hioki,Featherweight,145,-165
2013-08-28,James Head,Jason High,Welterweight,-130,120
2013-08-17,Mauricio Rua,Chael Sonnen,Light Heavyweight,-160,150
2013-08-17,Alistair Overeem,Travis Browne,Heavyweight,-150,140
2013-08-17,Urijah Faber,Iuri Alcantara,Bantamweight,-215,195
2013-08-17,Matt Brown,Mike Pyle,Welterweight,-125,115
2013-08-17,Uriah Hall,John Howard,Middleweight,-475,420
2013-08-17,Joe Lauzon,Michael Johnson,Lightweight,-245,225
2013-08-17,Brad Pickett,Michael McDonald,Bantamweight,290,-320
2013-08-17,Conor McGregor,Max Holloway,Featherweight,-245,225
2013-08-17,Mike Brown,Steven Siler,Featherweight,-210,190
2013-08-17,Diego Brandao,Daniel Pineda,Featherweight,-178,167
2013-08-17,Manvel Gamburyan,Cole Miller,Featherweight,-140,130
2013-08-17,Cody Donovan,Ovince Saint Preux,Light Heavyweight,350,-440
2013-08-17,Ramsey Nijem,James Vick,Lightweight,-190,175
2013-08-03,Jose Aldo,Chan Sung Jung,Featherweight,-875,685
2013-08-03,Lyoto Machida,Phil Davis,Light Heavyweight,-325,295
2013-08-03,Cezar Ferreira,Thiago Santos,Middleweight,-460,410
2013-08-03,Thales Leites,Tom Watson,Middleweight,-160,150
2013-08-03,John Lineker,Jose Maria,Flyweight,-400,355
2013-08-03,Vinny Magalhaes,Anthony Perosh,Light Heavyweight,-500,435
2013-08-03,Amanda Nunes,Sheila Gaff,Women's Bantamweight,-195,180
2013-08-03,Sergio Moraes,Neil Magny,Welterweight,-161,151
2013-08-03,Ian McCall,Iliarde Santos,Flyweight,-455,405
2013-08-03,Rani Yahya,Josh Clopton,Featherweight,-1000,800
2013-08-03,Ednaldo Oliveira,Francimar Barroso,Light Heavyweight,-120,110
2013-08-03,Viscardi Andrade,Bristol Marunde,Welterweight,-192,177
2013-07-27,Demetrious Johnson,John Moraga,Flyweight,-420,375
2013-07-27,Rory MacDonald,Jake Ellenberger,Welterweight,-230,210
2013-07-27,Robbie Lawler,Bobby Voelker,Welterweight,-345,315
2013-07-27,Liz Carmouche,Jessica Andrade,Women's Bantamweight,-500,435
2013-07-27,Michael Chiesa,Jorge Masvidal,Lightweight,255,-280
2013-07-27,Danny Castillo,Tim Means,Lightweight,-265,245
2013-07-27,Mac Danzig,Melvin Guillard,Lightweight,145,-155
2013-07-27,Yves Edwards,Daron Cruickshank,Lightweight,165,-190
2013-07-27,Ed Herman,Trevor Smith,Middleweight,-175,165
2013-07-27,Julie Kedzie,Germaine de Randamie,Women's Bantamweight,170,-185
2013-07-27,Aaron Riley,Justin Salas,Lightweight,220,-240
2013-07-27,John Albert,Yaotzin Meza,Bantamweight,-220,200
2013-07-06,Anderson Silva,Chris Weidman,Middleweight,-230,210
2013-07-06,Frankie Edgar,Charles Oliveira,Featherweight,-640,470
2013-07-06,Tim Kennedy,Roger Gracie,Middleweight,-155,145
2013-07-06,Mark Munoz,Tim Boetsch,Middleweight,100,-110
2013-07-06,Cub Swanson,Dennis Siver,Featherweight,-178,167
2013-07-06,Chris Leben,Andrew Craig,Middleweight,140,-150
2013-07-06,Norman Parke,Kazuki Tokudome,Lightweight,-131,121
2013-07-06,Gabriel Gonzaga,Dave Herman,Heavyweight,-155,135
2013-07-06,Edson Barboza,Rafaello Oliveira,Lightweight,-600,500
2013-07-06,Seth Baczynski,Brian Melancon,Welterweight,-280,250
2013-07-06,Mike Pierce,David Mitchell,Welterweight,-660,540
2013-06-15,Rashad Evans,Dan Henderson,Light Heavyweight,-190,175
2013-06-15,Roy Nelson,Stipe Miocic,Heavyweight,-275,250
2013-06-15,Ryan Jimmo,Igor Pokrajac,Light Heavyweight,-310,280
2013-06-15,Alexis Davis,Rosi Sexton,Women's Bantamweight,-500,435
2013-06-15,Pat Barry,Shawn Jordan,Heavyweight,105,-115
2013-06-15,Jake Shields,Tyron Woodley,Welterweight,190,-210
2013-06-15,Sam Stout,James Krause,Lightweight,-290,260
2013-06-15,Sean Pierson,Kenny Robertson,Welterweight,130,-140
2013-06-15,Roland Delorme,Edwin Figueroa,Bantamweight,-136,126
2013-06-15,Mitch Clarke,John Maguire,Lightweight,230,-250
2013-06-15,Yves Jabouin,Dustin Pague,Bantamweight,-340,310
2013-06-08,Erick Silva,Jason High,Welterweight,-410,365
2013-06-08,Daniel Sarafian,Eddie Mendez,Middleweight,-440,390
2013-06-08,Rony Jason,Mike Wilkinson,Featherweight,-330,300
2013-06-08,Raphael Assuncao,Vaughan Lee,Bantamweight,-430,380
2013-06-08,Godofredo Pepey,Felipe Arantes,Featherweight,200,-220
2013-06-08,Ildemar Alcantara,Leandro Silva,Welterweight,-170,160
2013-06-08,Rodrigo Damm,Mizuto Hirota,Featherweight,-155,145
2013-06-08,Caio Magalhaes,Karlos Vemola,Middleweight,115,-125
2013-06-08,Antonio Braga Neto,Anthony Smith,Middleweight,-240,220
2013-05-25,Cain Velasquez,Antonio Silva,Heavyweight,-705,570
2013-05-25,Junior Dos Santos,Mark Hunt,Heavyweight,-475,420
2013-05-25,Glover Teixeira,James Te Huna,Light Heavyweight,-420,375
2013-05-25,Gray Maynard,TJ Grant,Lightweight,-135,125
2013-05-25,Donald Cerrone,KJ Noons,Lightweight,-270,248
2013-05-25,Mike Pyle,Rick Story,Welterweight,150,-160
2013-05-25,Dennis Bermudez,Max Holloway,Featherweight,-295,265
2013-05-25,Colton Smith,Robert Whittaker,Welterweight,-140,130
2013-05-25,Khabib Nurmagomedov,Abel Trujillo,Lightweight,-305,275
2013-05-25,Stephen Thompson,Nah-Shon Burrell,Welterweight,-170,160
2013-05-25,Brian Bowles,George Roop,Bantamweight,-295,265
2013-05-25,Jeremy Stephens,Estevan Payan,Featherweight,-170,160
2013-05-18,Vitor Belfort,Luke Rockhold,Middleweight,-105,-105
2013-05-18,Jacare Souza,Chris Camozzi,Middleweight,-600,500
2013-05-18,Rafael Dos Anjos,Evan Dunham,Lightweight,-210,190
2013-05-18,Rafael Natal,Joao Zeferino,Middleweight,-300,270
2013-05-18,Hacran Dias,Nik Lentz,Featherweight,-109,-101
2013-05-18,Francisco Trinaldo,Mike Rio,Lightweight,-320,290
2013-05-18,Gleison Tibau,John Cholish,Lightweight,-255,235
2013-05-18,Paulo Thiago,Michel Prazeres,Welterweight,-190,175
2013-05-18,Iuri Alcantara,Iliarde Santos,Bantamweight,-525,450
2013-05-18,Fabio Maldonado,Roger Hollett,Light Heavyweight,-265,245
2013-05-18,John Lineker,Azamat Gashimov,Flyweight,105,-115
2013-05-18,Jussier Formiga,Chris Cariaso,Flyweight,-165,155
2013-05-18,Lucas Martins,Jeremy Larsen,Lightweight,-315,285
2013-04-27,Jon Jones,Chael Sonnen,Light Heavyweight,-875,685
2013-04-27,Michael Bisping,Alan Belcher,Middleweight,-175,165
2013-04-27,Roy Nelson,Cheick Kongo,Heavyweight,-235,215
2013-04-27,Phil Davis,Vinny Magalhaes,Light Heavyweight,-280,255
2013-04-27,Rustam Khabilov,Yancy Medeiros,Lightweight,-185,170
2013-04-27,Gian Villante,Ovince Saint Preux,Light Heavyweight,135,-145
2013-04-27,Sara McMann,Sheila Gaff,Women's Bantamweight,-570,480
2013-04-27,Bryan Caraway,Johnny Bedford,Bantamweight,100,-110
2013-04-27,Leonard Garcia,Cody McKenzie,Featherweight,-205,188
2013-04-27,Steven Siler,Kurt Holobaugh,Featherweight,-115,105
2013-04-20,Benson Henderson,Gilbert Melendez,Lightweight,-310,280
2013-04-20,Frank Mir,Daniel Cormier,Heavyweight,335,-375
2013-04-20,Nate Diaz,Josh Thomson,Lightweight,-145,135
2013-04-20,Matt Brown,Jordan Mein,Welterweight,290,-320
2013-04-20,Chad Mendes,Darren Elkins,Featherweight,-615,510
2013-04-20,Francis Carmont,Lorenz Larkin,Middleweight,-110,100
2013-04-20,Ramsey Nijem,Myles Jury,Lightweight,190,-210
2013-04-20,Joseph Benavidez,Darren Uyenoyama,Flyweight,-570,480
2013-04-20,Tim Means,Jorge Masvidal,Lightweight,100,-120
2013-04-20,TJ Dillashaw,Hugo Viana,Bantamweight,-320,290
2013-04-20,Anthony Njokuani,Roger Bowling,Lightweight,-175,165
2013-04-20,Clifford Starks,Yoel Romero,Middleweight,165,-175
2013-04-13,Urijah Faber,Scott Jorgensen,Bantamweight,-440,390
2013-04-13,Uriah Hall,Kelvin Gastelum,Middleweight,-285,258
2013-04-13,Miesha Tate,Cat Zingano,Women's Bantamweight,105,-115
2013-04-13,Travis Browne,Gabriel Gonzaga,Heavyweight,-245,225
2013-04-13,Josh Samman,Kevin Casey,Middleweight,-455,405
2013-04-13,Luke Barnatt,Collin Hart,Middleweight,-115,105
2013-04-13,Dylan Andrews,Jimmy Quinlan,Middleweight,-130,120
2013-04-13,Bristol Marunde,Clint Hester,Middleweight,130,-140
2013-04-13,Cole Miller,Bart Palaszewski,Featherweight,140,-150
2013-04-13,Sam Sicilia,Maximo Blanco,Featherweight,180,-195
2013-04-13,Justin Lawrence,Daniel Pineda,Featherweight,100,-110
2013-04-06,Gegard Mousasi,Ilir Latifi,Light Heavyweight,-710,575
2013-04-06,Ryan Couture,Ross Pearson,Lightweight,310,-340
2013-04-06,Matt Mitrione,Philip De Fries,Heavyweight,-250,230
2013-04-06,Brad Pickett,Mike Easton,Bantamweight,-145,135
2013-04-06,Diego Brandao,Pablo Garza,Featherweight,-220,200
2013-04-06,Akira Corassani,Robert Peralta,Featherweight,420,-475
2013-04-06,Reza Madadi,Michael Johnson,Lightweight,260,-290
2013-04-06,Tor Troeng,Adam Cella,Middleweight,-240,220
2013-04-06,Chris Spang,Adlan Amagov,Welterweight,175,-190
2013-04-06,Marcus Brimage,Conor McGregor,Featherweight,140,-150
2013-04-06,Michael Kuiper,Tom Lawlor,Middleweight,125,-135
2013-04-06,Papy Abedi,Besam Yousef,Welterweight,-120,110
2013-03-16,Georges St-Pierre,Nick Diaz,Welterweight,-545,465
2013-03-16,Carlos Condit,Johny Hendricks,Welterweight,-115,105
2013-03-16,Jake Ellenberger,Nate Marquardt,Welterweight,-135,125
2013-03-16,Nick Ring,Chris Camozzi,Middleweight,-145,135
2013-03-16,Mike Ricci,Colin Fletcher,Lightweight,-450,400
2013-03-16,Patrick Cote,Bobby Voelker,Welterweight,-190,175
2013-03-16,Antonio Carvalho,Darren Elkins,Featherweight,210,-230
2013-03-16,Dan Miller,Jordan Mein,Welterweight,250,-300
2013-03-16,John Makdessi,Daron Cruickshank,Lightweight,-130,120
2013-03-16,Rick Story,Quinn Mulhern,Welterweight,-370,330
2013-03-16,TJ Dillashaw,Issei Tamura,Bantamweight,-660,540
2013-03-16,George Roop,Reuben Duran,Bantamweight,110,-120
2013-03-02,Wanderlei Silva,Brian Stann,Light Heavyweight,270,-300
2013-03-02,Stefan Struve,Mark Hunt,Heavyweight,-205,188
2013-03-02,Takanori Gomi,Diego Sanchez,Lightweight,211,-231
2013-03-02,Yushin Okami,Hector Lombard,Middleweight,185,-200
2013-03-02,Mizuto Hirota,Rani Yahya,Featherweight,-150,140
2013-03-02,Dong Hyun Kim,Siyar Bahadurzada,Welterweight,-170,160
2013-03-02,Riki Fukuda,Brad Tavares,Middleweight,110,-120
2013-03-02,Takeya Mizugaki,Bryan Caraway,Bantamweight,-215,195
2013-03-02,Cristiano Marcello,Kazuki Tokudome,Lightweight,105,-115
2013-03-02,Marcelo Guimaraes,Hyun Gyu Lim,Welterweight,248,-270
2013-02-23,Ronda Rousey,Liz Carmouche,Women's Bantamweight,-900,700
2013-02-23,Lyoto Machida,Dan Henderson,Light Heavyweight,-192,177
2013-02-23,Urijah Faber,Ivan Menjivar,Bantamweight,-350,318
2013-02-23,Court McGee,Josh Neer,Welterweight,-370,330
2013-02-23,Josh Koscheck,Robbie Lawler,Welterweight,-310,280
2013-02-23,Brendan Schaub,Lavar Johnson,Heavyweight,-105,-105
2013-02-23,Michael Chiesa,Anton Kuivanen,Lightweight,-190,175
2013-02-23,Dennis Bermudez,Matt Grice,Featherweight,-410,365
2013-02-23,Sam Stout,Caros Fodor,Lightweight,150,-160
2013-02-23,Kenny Robertson,Brock Jardine,Welterweight,135,-145
2013-02-23,Jon Manley,Neil Magny,Welterweight,135,-145
2013-02-23,Nah-Shon Burrell,Yuri Villefort,Welterweight,145,-155
2013-02-16,Renan Barao,Michael McDonald,Bantamweight,-295,265
2013-02-16,Cub Swanson,Dustin Poirier,Featherweight,100,-110
2013-02-16,Jimi Manuwa,Cyrille Diabate,Light Heavyweight,-200,185
2013-02-16,Gunnar Nelson,Jorge Santiago,Welterweight,-330,300
2013-02-16,James Te Huna,Ryan Jimmo,Light Heavyweight,-230,190
2013-02-16,Terry Etim,Renee Forte,Lightweight,-355,320
2013-02-16,Paul Sass,Danny Castillo,Lightweight,-107,-103
2013-02-16,Andy Ogle,Josh Grispi,Featherweight,145,-155
2013-02-16,Tom Watson,Stanislav Nedkov,Middleweight,-110,100
2013-02-16,Vaughan Lee,Motonobu Tezuka,Bantamweight,-127,117
2013-02-16,Phil Harris,Ulysses Gomez,Flyweight,185,-200
2013-02-02,Jose Aldo,Frankie Edgar,Featherweight,-175,165
2013-02-02,Rashad Evans,Rogerio Nogueira,Light Heavyweight,-525,450
2013-02-02,Alistair Overeem,Antonio Silva,Heavyweight,-440,390
2013-02-02,Jon Fitch,Demian Maia,Welterweight,-171,161
2013-02-02,Joseph Benavidez,Ian McCall,Flyweight,-210,190
2013-02-02,Gleison Tibau,Evan Dunham,Lightweight,125,-135
2013-02-02,Tyron Woodley,Jay Hieron,Welterweight,-160,150
2013-02-02,Jacob Volkmann,Bobby Green,Lightweight,-430,380
2013-02-02,Yves Edwards,Isaac Vallie-Flagg,Lightweight,-215,195
2013-02-02,Chico Camus,Dustin Kimura,Bantamweight,-135,125
2013-02-02,Edwin Figueroa,Francisco Rivera,Bantamweight,275,-305
2013-01-26,Demetrious Johnson,John Dodson,Flyweight,-245,205
2013-01-26,Anthony Pettis,Donald Cerrone,Lightweight,-150,140
2013-01-26,Erik Koch,Ricardo Lamas,Featherweight,-225,205
2013-01-26,TJ Grant,Matt Wiman,Lightweight,-185,170
2013-01-26,Clay Guida,Hatsu Hioki,Featherweight,-210,190
2013-01-26,Mike Stumpf,Pascal Krauss,Welterweight,250,-275
2013-01-26,Ryan Bader,Vladimir Matyushenko,Light Heavyweight,-525,450
2013-01-26,Mike Russow,Shawn Jordan,Heavyweight,-130,120
2013-01-26,Rafael Natal,Sean Spencer,Middleweight,-235,215
2013-01-26,Simeon Thoresen,David Mitchell,Welterweight,-230,210
2013-01-19,Vitor Belfort,Michael Bisping,Middleweight,-121,111
2013-01-19,Daniel Sarafian,CB Dollaway,Middleweight,-140,130
2013-01-19,Gabriel Gonzaga,Ben Rothwell,Heavyweight,-115,105
2013-01-19,Thiago Tavares,Khabib Nurmagomedov,Lightweight,175,-190
2013-01-19,Godofredo Pepey,Milton Vieira,Featherweight,155,-165
2013-01-19,Ronny Markes,Andrew Craig,Middleweight,-315,285
2013-01-19,Diego Nunes,Nik Lentz,Featherweight,-135,125
2013-01-19,Edson Barboza,Lucas Martins,Lightweight,-320,290
2013-01-19,Wagner Prado,Ildemar Alcantara,Light Heavyweight,-215,195
2013-01-19,Francisco Trinaldo,CJ Keith,Lightweight,-440,390
2012-12-29,Junior Dos Santos,Cain Velasquez,Heavyweight,-190,175
2012-12-29,Jim Miller,Joe Lauzon,Lightweight,-185,170
2012-12-29,Yushin Okami,Alan Belcher,Middleweight,105,-115
2012-12-29,Chris Leben,Derek Brunson,Middleweight,-144,134
2012-12-29,Brad Pickett,Eddie Wineland,Bantamweight,145,-155
2012-12-29,Erik Perez,Byron Bloodworth,Bantamweight,-475,420
2012-12-29,Melvin Guillard,Jamie Varner,Lightweight,-140,130
2012-12-29,Michael Johnson,Myles Jury,Lightweight,-255,235
2012-12-29,Philip De Fries,Todd Duffee,Heavyweight,315,-345
2012-12-29,Leonard Garcia,Max Holloway,Featherweight,380,-430
2012-12-29,Chris Cariaso,John Moraga,Flyweight,130,-140
2012-12-15,Roy Nelson,Matt Mitrione,Heavyweight,-185,170
2012-12-15,Colton Smith,Mike Ricci,Welterweight,270,-300
2012-12-15,Pat Barry,Shane del Rosario,Heavyweight,220,-240
2012-12-15,Dustin Poirier,Jonathan Brookins,Featherweight,-270,248
2012-12-15,Mike Pyle,James Head,Welterweight,-130,120
2012-12-15,Johnny Bedford,Marcos Vinicius,Bantamweight,-265,245
2012-12-15,Vinc Pichel,Rustam Khabilov,Lightweight,260,-290
2012-12-15,TJ Waldburger,Nick Catone,Welterweight,-105,-105
2012-12-15,Reuben Duran,Hugo Viana,Bantamweight,-125,115
2012-12-15,Mike Rio,John Cofer,Lightweight,100,-110
2012-12-15,Jared Papazian,Tim Elliott,Flyweight,175,-190
2012-12-14,George Sotiropoulos,Ross Pearson,Lightweight,190,-210
2012-12-14,Colin Fletcher,Norman Parke,Lightweight,116,-126
2012-12-14,Hector Lombard,Rousimar Palhares,Middleweight,-225,205
2012-12-14,Chad Mendes,Yaotzin Meza,Featherweight,-1650,1300
2012-12-14,Mike Pierce,Seth Baczynski,Welterweight,-400,355
2012-12-14,Brendan Loughnane,Mike Wilkinson,Lightweight,210,-230
2012-12-14,Nick Penner,Cody Donovan,Light Heavyweight,-140,130
2012-12-08,Benson Henderson,Nate Diaz,Lightweight,-225,185
2012-12-08,Mauricio Rua,Alexander Gustafsson,Light Heavyweight,240,-280
2012-12-08,BJ Penn,Rory MacDonald,Welterweight,275,-335
2012-12-08,Mike Swick,Matt Brown,Welterweight,-140,120
2012-12-08,Yves Edwards,Jeremy Stephens,Lightweight,200,-240
2012-12-08,Raphael Assuncao,Mike Easton,Bantamweight,250,-300
2012-12-08,Ramsey Nijem,Joe Proctor,Lightweight,-230,190
2012-12-08,Daron Cruickshank,Henry Martinez,Lightweight,-170,150
2012-12-08,Marcus LeVesseur,Abel Trujillo,Lightweight,-140,120
2012-12-08,Dennis Siver,Nam Phan,Featherweight,-290,245
2012-12-08,Scott Jorgensen,John Albert,Bantamweight,-280,240
2012-11-17,Georges St-Pierre,Carlos Condit,Welterweight,-300,270
2012-11-17,Johny Hendricks,Martin Kampmann,Welterweight,-167,157
2012-11-17,Francis Carmont,Tom Lawlor,Middleweight,-245,225
2012-11-17,Mark Bocek,Rafael Dos Anjos,Lightweight,190,-210
2012-11-17,Mark Hominick,Pablo Garza,Featherweight,-280,255
2012-11-17,Patrick Cote,Alessio Sakara,Middleweight,-210,190
2012-11-17,Cyrille Diabate,Chad Griggs,Light Heavyweight,-125,115
2012-11-17,Sam Stout,John Makdessi,Lightweight,-200,185
2012-11-17,Antonio Carvalho,Rodrigo Damm,Featherweight,-205,188
2012-11-17,Matthew Riddle,John Maguire,Welterweight,-220,200
2012-11-17,Ivan Menjivar,Azamat Gashimov,Bantamweight,-215,195
2012-11-17,Steven Siler,Darren Elkins,Featherweight,100,-110
2012-11-10,Rich Franklin,Cung Le,Middleweight,-450,400
2012-11-10,Dong Hyun Kim,Paulo Thiago,Welterweight,-320,290
2012-11-10,Takanori Gomi,Mac Danzig,Lightweight,170,-185
2012-11-10,Tiequan Zhang,Jon Tuck,Lightweight,285,-315
2012-11-10,Takeya Mizugaki,Jeff Hougland,Bantamweight,-440,390
2012-11-10,Alex Caceres,Motonobu Tezuka,Bantamweight,-220,200
2012-11-10,Yasuhiro Urushitani,John Lineker,Flyweight,195,-215
2012-11-10,Riki Fukuda,Tom DeBlass,Middleweight,-260,240
2012-10-13,Anderson Silva,Stephan Bonnar,Light Heavyweight,-1000,800
2012-10-13,Glover Teixeira,Fabio Maldonado,Light Heavyweight,-475,420
2012-10-13,Jon Fitch,Erick Silva,Welterweight,177,-192
2012-10-13,Phil Davis,Wagner Prado,Light Heavyweight,-355,320
2012-10-13,Demian Maia,Rick Story,Welterweight,-115,105
2012-10-13,Rony Jason,Sam Sicilia,Featherweight,-210,190
2012-10-13,Gleison Tibau,Francisco Trinaldo,Lightweight,-130,120
2012-10-13,Diego Brandao,Joey Gambino,Featherweight,-250,230
2012-10-13,Sergio Moraes,Renee Forte,Welterweight,-210,190
2012-10-13,Luiz Cane,Chris Camozzi,Middleweight,-145,135
2012-10-13,Cristiano Marcello,Reza Madadi,Lightweight,135,-145
2012-10-05,Travis Browne,Antonio Silva,Heavyweight,-185,170
2012-10-05,Jake Ellenberger,Jay Hieron,Welterweight,-310,280
2012-10-05,John Dodson,Jussier Formiga,Flyweight,-255,235
2012-10-05,Josh Neer,Justin Edwards,Welterweight,-280,255
2012-10-05,Michael Johnson,Danny Castillo,Lightweight,-185,170
2012-10-05,Aaron Simpson,Mike Pierce,Welterweight,135,-145
2012-10-05,Marcus LeVesseur,Carlo Prater,Lightweight,-155,145
2012-10-05,Jacob Volkmann,Shane Roller,Lightweight,-170,160
2012-10-05,Bart Palaszewski,Diego Nunes,Featherweight,177,-192
2012-10-05,Darren Uyenoyama,Phil Harris,Flyweight,-300,270
2012-09-29,Stefan Struve,Stipe Miocic,Heavyweight,155,-165
2012-09-29,Dan Hardy,Amir Sadollah,Welterweight,-230,210
2012-09-29,Brad Pickett,Yves Jabouin,Bantamweight,-156,146
2012-09-29,Paul Sass,Matt Wiman,Lightweight,-110,110
2012-09-29,John Hathaway,John Maguire,Welterweight,-255,235
2012-09-29,Che Mills,Duane Ludwig,Welterweight,-230,210
2012-09-29,Kyle Kingsbury,Jimi Manuwa,Light Heavyweight,225,-245
2012-09-29,Andy Ogle,Akira Corassani,Featherweight,-155,145
2012-09-29,Tom Watson,Brad Tavares,Middleweight,150,-160
2012-09-29,DaMarques Johnson,Gunnar Nelson,Catch Weight,310,-340
2012-09-29,Jason Young,Robert Peralta,Featherweight,-115,105
2012-09-22,Jon Jones,Vitor Belfort,Light Heavyweight,-840,660
2012-09-22,Joseph Benavidez,Demetrious Johnson,Flyweight,-245,225
2012-09-22,Michael Bisping,Brian Stann,Middleweight,-200,185
2012-09-22,Matt Hamill,Roger Hollett,Light Heavyweight,-340,310
2012-09-22,Cub Swanson,Charles Oliveira,Featherweight,215,-235
2012-09-22,Igor Pokrajac,Vinny Magalhaes,Light Heavyweight,-155,145
2012-09-22,TJ Grant,Evan Dunham,Lightweight,115,-125
2012-09-22,Sean Pierson,Lance Benoist,Welterweight,200,-220
2012-09-22,Jimy Hettes,Marcus Brimage,Featherweight,-400,355
2012-09-22,Seth Baczynski,Simeon Thoresen,Welterweight,-115,105
2012-09-22,Mitch Gagnon,Walel Watson,Bantamweight,164,-174
2012-09-22,Kyle Noke,Charlie Brenneman,Welterweight,195,-215
2012-08-11,Benson Henderson,Frankie Edgar,Lightweight,-185,170
2012-08-11,Donald Cerrone,Melvin Guillard,Lightweight,-335,305
2012-08-11,Yushin Okami,Buddy Roberts,Middleweight,-660,540
2012-08-11,Justin Lawrence,Max Holloway,Featherweight,150,-160
2012-08-11,Dennis Bermudez,Tommy Hayden,Featherweight,-315,285
2012-08-11,Jared Hamman,Michael Kuiper,Middleweight,145,-155
2012-08-11,Ken Stone,Erik Perez,Bantamweight,155,-165
2012-08-11,Dustin Pague,Chico Camus,Bantamweight,-155,145
2012-08-11,Nik Lentz,Eiji Mitsuoka,Featherweight,-500,435
2012-08-04,Mauricio Rua,Brandon Vera,Light Heavyweight,-400,355
2012-08-04,Lyoto Machida,Ryan Bader,Light Heavyweight,-275,250
2012-08-04,Joe Lauzon,Jamie Varner,Lightweight,-115,105
2012-08-04,Mike Swick,DaMarques Johnson,Welterweight,-220,200
2012-08-04,Cole Miller,Nam Phan,Featherweight,-140,130
2012-08-04,Josh Grispi,Rani Yahya,Featherweight,-200,185
2012-08-04,Philip De Fries,Oli Thompson,Heavyweight,-210,190
2012-08-04,Manvel Gamburyan,Michihiro Omigawa,Featherweight,-190,175
2012-08-04,John Moraga,Ulysses Gomez,Flyweight,110,-120
2012-07-21,Urijah Faber,Renan Barao,Bantamweight,150,-160
2012-07-21,Hector Lombard,Tim Boetsch,Middleweight,-310,280
2012-07-21,Cheick Kongo,Shawn Jordan,Heavyweight,-125,115
2012-07-21,Brian Ebersole,James Head,Welterweight,-325,295
2012-07-21,Court McGee,Nick Ring,Middleweight,-125,115
2012-07-21,Anthony Perosh,Ryan Jimmo,Light Heavyweight,210,-230
2012-07-21,Bryan Caraway,Mitch Gagnon,Bantamweight,-220,200
2012-07-21,Antonio Carvalho,Daniel Pineda,Featherweight,235,-255
2012-07-21,Mitch Clarke,Anton Kuivanen,Lightweight,155,-165
2012-07-11,Mark Munoz,Chris Weidman,Middleweight,130,-140
2012-07-11,James Te Huna,Joey Beltran,Light Heavyweight,-380,340
2012-07-11,Aaron Simpson,Kenny Robertson,Welterweight,-330,300
2012-07-11,Karlos Vemola,Francis Carmont,Middleweight,190,-210
2012-07-11,TJ Dillashaw,Vaughan Lee,Bantamweight,-415,370
2012-07-11,Rafael Dos Anjos,Anthony Njokuani,Lightweight,-190,175
2012-07-11,Damacio Page,Alex Caceres,Bantamweight,110,-120
2012-07-11,Chris Cariaso,Josh Ferguson,Flyweight,-355,295
2012-07-11,Rafael Natal,Andrew Craig,Middleweight,130,-140
2012-07-11,Marcelo Guimaraes,Dan Stittgen,Welterweight,-395,350
2012-07-11,Raphael Assuncao,Issei Tamura,Bantamweight,-190,175
2012-07-07,Anderson Silva,Chael Sonnen,Middleweight,-280,255
2012-07-07,Forrest Griffin,Tito Ortiz,Light Heavyweight,-300,270
2012-07-07,Cung Le,Patrick Cote,Middleweight,185,-200
2012-07-07,Dong Hyun Kim,Demian Maia,Welterweight,-143,133
2012-07-07,Chad Mendes,Cody McKenzie,Featherweight,-705,570
2012-07-07,Ivan Menjivar,Mike Easton,Bantamweight,-115,105
2012-07-07,Melvin Guillard,Fabricio Camoes,Lightweight,-290,260
2012-07-07,Gleison Tibau,Khabib Nurmagomedov,Lightweight,-153,143
2012-07-07,John Alessio,Shane Roller,Lightweight,140,-150
2012-07-07,Rafaello Oliveira,Yoislandy Izquierdo,Lightweight,170,-185
